country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0,0.539,0
Albania,5,0,1.042,0
Algeria,9,0,0.274,0
Andorra,3,0,0,0
Angola,2,0,0.03,0
Antigua and Barbuda,2,0,0,0
Argentina,0,0,1.372,0
Armenia,3,0,5.062,0
Australia,9,0,0.118,0
Austria,1,9.216,0.111,1.221
Azerbaijan,8,0,0.789,0
Bahamas,9,0,0,0
Bahrain,3,0,2.351,0
Bangladesh,9,0,0.237,0
Barbados,2,0,0,0
Belarus,9,0,0.529,0
Belgium,5,12.684,0.604,2.416
Belize,4,0,0,0
Benin,7,0,0.165,0
Bhutan,4,0,0,0
Bolivia,3,0,3.598,0
Bosnia and Herzegovina,0,0,1.524,0
Botswana,8,0,0,0
Brazil,3,0,6.219,0
Brunei,2,0,0,0
Bulgaria,6,82.752,0.576,4.03
Burkina Faso,2,0,0,0
Burundi,4,0,0,0
Cambodia,2,0,0,0
Cameroon,5,0,0.527,0
Canada,7,0,0.477,0
Cape Verde,3,0,0,0
Central African Republic,4,0,0,0
Chad,2,0,0,0
Chile,0,0,5.44,0
China,2,0,0,0
Colombia,3,0,4.225,0
Comoros,7,0,0,0
Congo,5,0,0.181,0
Costa Rica,0,0,0.393,0
Cote d'Ivoire,7,0,0,0
Croatia,6,33.128,0,0
Cuba,2,0,0,0
Cyprus,7,0,0,0
Czechia,1,7.097,0,1.961
Democratic Republic of Congo,2,0,0.011,0
Denmark,7,2.935,0,0.863
Djibouti,7,0,0,0
Dominica,2,0,0,0
Dominican Republic,0,0,1.106,0
Ecuador,8,0,2.777,0
Egypt,7,0,0.518,0
El Salvador,8,0,1.85,0
Equatorial Guinea,2,0,0,0
Eritrea,7,0,0,0
Estonia,2,3.015,0,1.508
Eswatini,8,0,0.862,0
Ethiopia,4,0,0.017,0
Fiji,2,0,0,0
Finland,2,0,0,0
France,6,103.472,0.276,6.986
Gabon,2,0,0,0
Gambia,7,0,0,0
Georgia,2,0,0,0
Germany,7,0,0.084,0
Ghana,9,0,0,0
Greece,4,0,0,0
Grenada,2,0,0,0
Guatemala,8,0,3.014,0
Guinea,7,0,0.076,0
Guinea-Bissau,5,0,0,0
Guyana,4,0,1.271,0
Haiti,7,0,0.175,0
Honduras,0,0,1.01,0
Hungary,1,11.283,0,0
Iceland,4,0,0,0
India,5,0,0.499,0
Indonesia,7,0,0.278,0
International,2,0,0,0
Iran,5,0,2.357,0
Iraq,8,0,2.238,0
Ireland,4,2.43,0.203,1.62
Israel,3,0,1.04,0
Italy,1,13.281,0.331,0.877
Jamaica,2,0,0,0
Japan,4,0,0.008,0
Jordan,2,0,0,0
Kazakhstan,0,0,0,0
Kenya,7,0,0.149,0
Kosovo,8,0,3.104,0
Kuwait,3,0,0.702,0
Kyrgyzstan,5,0,0.307,0
Laos,2,0,0,0
Latvia,2,1.59,0,0
Lebanon,7,0,0.293,0
Lesotho,2,0,0,0
Liberia,4,0,3.361,0
Libya,7,0,0.437,0
Liechtenstein,2,0,0,0
Lithuania,7,0,0,0
Luxembourg,3,63.9,0,6.39
Madagascar,9,0,0.361,0
Malawi,7,0,0.418,0
Malaysia,2,0,0,0
Maldives,0,0,1.85,0
Mali,2,0,0,0
Malta,2,0,0,0
Marshall Islands,2,0,0,0
Mauritania,9,0,0.215,0
Mauritius,2,0,0,0
Mexico,8,0,5.181,0
Moldova,8,0,1.735,0
Monaco,2,0,0,0
Mongolia,2,0,0,0
Montenegro,2,0,0,0
Morocco,7,0,0.108,0
Mozambique,4,0,0,0
Myanmar,2,0,0,0
Namibia,5,0,0,0
Nepal,7,0,0,0
Netherlands,7,0,0.058,1.517
New Zealand,2,0,0,0
Nicaragua,2,0,0,0
Niger,2,0,0,0
Nigeria,4,0,0.044,0
North Macedonia,8,0,3.84,0
Norway,2,1.107,0.184,0
Oman,3,0,1.762,0
Pakistan,2,0,0,0
Palestine,8,0,1.372,0
Panama,3,0,4.172,0
Papua New Guinea,2,0,0,0
Paraguay,9,0,0.28,0
Peru,0,0,6.005,0
Philippines,9,0,0.265,0
Poland,6,40.955,0.291,0
Portugal,6,46.682,0.294,7.061
Qatar,3,0,0.347,0
Romania,5,0,0.988,13.567
Russia,8,0,1.144,0
Rwanda,4,0,0,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,0
Sao Tome and Principe,9,0,0,0
Saudi Arabia,0,0,1.293,0
Senegal,7,0,0.179,0
Serbia,8,0,1.91,0
Seychelles,0,0,0,0
Sierra Leone,2,0,0,0
Singapore,5,0,0,0
Slovakia,4,1.282,0,0
Slovenia,1,8.658,0,0.481
Solomon Islands,2,0,0,0
Somalia,4,0,0,0
South Africa,3,0,3.642,0
South Korea,2,0,0.039,0
South Sudan,4,0,0,0
Spain,5,0,0.064,0
Sri Lanka,2,0,0,0
Sudan,2,0,0,0
Suriname,0,0,0,0
Sweden,5,0,0.792,0
Switzerland,9,0,0.116,0
Syria,2,0,0,0
Taiwan,2,0,0,0
Tajikistan,7,0,0,0
Tanzania,2,0,0,0
Thailand,2,0,0,0
Timor,2,0,0,0
Togo,2,0,0,0
Trinidad and Tobago,2,0,0,0
Tunisia,2,0,0,0
Turkey,7,0,0.249,0
Uganda,2,0,0,0
Ukraine,9,0,0.412,0
United Arab Emirates,5,0,0,0
United Kingdom,1,25.042,0.354,2.092
United States,3,174.059,2.87,19.211
Uruguay,7,0,0.288,0
Uzbekistan,9,0,0.12,0
Vanuatu,2,0,0,0
Vatican,2,0,0,0
Venezuela,9,0,0.141,0
Vietnam,2,0,0,0
Yemen,2,0,0.168,0
Zambia,2,0,0,0
Zimbabwe,9,0,0.202,0
