country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,8,0,0.026,0
Albania,5,0,1.39,0
Algeria,8,0,0.274,0
Andorra,2,0,12.942,0
Angola,8,0,-0.091,0
Antigua and Barbuda,9,0,0,0
Argentina,1,0,10.709,0
Armenia,0,0,3.037,0
Australia,8,0,0,0
Austria,4,44.302,0.888,11.88
Azerbaijan,9,0,0.099,0
Bahamas,8,0,0,0
Bahrain,1,0,1.175,0
Bangladesh,8,0,0.121,0
Barbados,8,0,0,0
Belarus,5,0,0.635,0
Belgium,1,95.775,1.553,18.379
Belize,0,0,0,0
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,9,0,3.084,0
Bosnia and Herzegovina,7,0,1.524,0
Botswana,9,0,0,0
Brazil,7,0,3.43,0
Brunei,8,0,0,0
Bulgaria,6,152.984,1.007,8.059
Burkina Faso,8,0,0.048,0
Burundi,8,0,0,0
Cambodia,8,0,0,0
Cameroon,8,0,0.113,0
Canada,5,0,0.424,0
Cape Verde,0,0,0,0
Central African Republic,8,0,0,0
Chad,8,0,0,0
Chile,3,0,4.028,0
China,8,0,0,0
Colombia,0,0,0,0
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,1,0,3.141,0
Cote d'Ivoire,8,0,0,0
Croatia,6,87.936,0.244,0
Cuba,8,0,0,0
Cyprus,9,0,0,0
Czechia,1,176.768,3.735,38.472
Democratic Republic of Congo,8,0,0,0
Denmark,3,19.854,0.345,2.935
Djibouti,8,0,0,0
Dominica,8,0,0,0
Dominican Republic,3,0,0.369,0
Ecuador,3,0,22.558,0
Egypt,8,0,0.068,0
El Salvador,9,0,0.617,0
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,9,27.138,0,3.769
Eswatini,9,0,0,0
Ethiopia,8,0,0.061,0
Fiji,8,0,0,0
Finland,5,0,0,0
France,1,116.479,1.164,21.724
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,7,0,0.752,0
Germany,5,0,0.143,0
Ghana,8,0,0.097,0
Greece,5,0,0.576,0
Grenada,8,0,0,0
Guatemala,5,0,0.67,0
Guinea,8,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,5,0,3.814,0
Haiti,8,0,0.088,0
Honduras,3,0,1.111,0
Hong Kong,8,0,0,0
Hungary,6,83.227,2.174,0
Iceland,1,0,0,0
India,5,0,0.699,0
Indonesia,9,0,0.395,0
International,8,0,0,0
Iran,5,0,2.738,0
Iraq,3,0,1.964,0
Ireland,7,32.201,0.203,5.063
Israel,1,0,5.43,0
Italy,6,70.838,0.364,5.921
Jamaica,9,0,0.675,0
Japan,8,0,0.024,0
Jordan,7,0,1.274,0
Kazakhstan,9,0,0.053,0
Kenya,8,0,0.056,0
Kosovo,9,0,0,0
Kuwait,0,0,0.702,0
Kyrgyzstan,5,0,0.613,0
Laos,8,0,0,0
Latvia,5,22.267,0,0
Lebanon,0,0,0.879,0
Lesotho,8,0,0.467,0
Liberia,8,0,0,0
Libya,7,0,1.164,0
Liechtenstein,7,0,0,0
Lithuania,5,0,0.367,0
Luxembourg,4,38.34,1.598,1.598
Madagascar,8,0,0,0
Malawi,8,0,0,0
Malaysia,8,0,0.154,0
Maldives,0,0,0,0
Mali,8,0,0,0
Malta,7,0,0,0
Marshall Islands,8,0,0,0
Mauritania,8,0,0,0
Mauritius,8,0,0,0
Mexico,5,0,2.87,0
Moldova,1,0,4.462,0
Monaco,5,0,0,0
Mongolia,8,0,0,0
Montenegro,1,0,1.592,0
Morocco,3,0,1.273,0
