country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,9,0,0,0
Albania,0,0,0.695,0
Algeria,5,0,0,0
Andorra,2,0,0,0
Angola,9,0,0,0
Antigua and Barbuda,7,0,0,0
Argentina,5,0,0,0
Armenia,8,0,0,0
Australia,0,0,0,0
Austria,3,0,0.555,0
Azerbaijan,5,0,0,0
Bahamas,9,0,0,0
Bahrain,7,0,0,0
Bangladesh,9,0,0.006,0
Barbados,8,0,0,0
Belarus,5,0,0,0
Belgium,6,162.473,1.122,33.219
Belize,1,0,0,0
Benin,9,0,0,0
Bhutan,9,0,0,0
Bolivia,9,0,0,0
Bosnia and Herzegovina,1,0,0,0
Botswana,9,0,0,0
Brazil,4,0,0.042,0
Brunei,0,0,0,0
Bulgaria,4,0,0,0
Burkina Faso,4,0,0,0
Burundi,9,0,0,0
Cambodia,9,0,0,0
Cameroon,5,0,0,0
Canada,8,0,0.106,0
Cape Verde,9,0,0,0
Central African Republic,9,0,0,0
Chad,9,0,0,0
Chile,0,0,0.052,0
China,9,0,0,0
Colombia,5,0,0.02,0
Comoros,9,0,0,0
Congo,9,0,0,0
Costa Rica,1,0,0,0
Cote d'Ivoire,5,0,0,0
Croatia,8,0,0,0
Cuba,5,0,0,0
Cyprus,7,0,0,0
Czechia,8,10.925,0,2.054
Democratic Republic of Congo,9,0,0,0
Denmark,3,43.852,1.899,9.496
Djibouti,4,0,0,0
Dominica,8,0,0,0
Dominican Republic,1,0,0,0
Ecuador,8,0,0.227,0
Egypt,5,0,0.049,0
El Salvador,9,0,0,0
Equatorial Guinea,4,0,0,0
Eritrea,9,0,0,0
Estonia,3,27.138,0,5.277
Eswatini,9,0,0,0
Ethiopia,9,0,0,0
Fiji,4,0,0,0
Finland,8,0,0,0
France,6,132.872,2.85,31.866
Gabon,9,0,0,0
Gambia,5,0,0.414,0
Georgia,4,0,0,0
Germany,3,0,0.346,0
Ghana,9,0,0.032,0
Greece,0,0,0.192,0
Grenada,9,0,0,0
Guatemala,9,0,0,0
Guinea,9,0,0,0
Guinea-Bissau,9,0,0,0
Guyana,4,0,0,0
Haiti,5,0,0,0
Honduras,5,0,0,0
Hungary,1,14.906,0.104,0
Iceland,3,38.095,0,5.861
India,9,0,0.002,0
Indonesia,9,0,0.004,0
International,9,0,0,0
Iran,8,0,1.512,0
Iraq,5,0,0.075,0
Ireland,3,44.149,0.405,0
Israel,8,0,0,0
Italy,6,395.225,9.94,52.992
Jamaica,9,0,0,0
Japan,5,0,0.008,0
Jordan,4,0,0,0
Kazakhstan,9,0,0,0
Kenya,9,0,0,0
Kosovo,4,0,0.517,0
Kuwait,9,0,0,0
Kyrgyzstan,5,0,0,0
Laos,9,0,0,0
Latvia,7,0,0,0
Lebanon,1,0,0,0
Lesotho,9,0,0,0
Liberia,9,0,0,0
Libya,9,0,0,0
Liechtenstein,2,0,0,0
Lithuania,8,0,0,0
Luxembourg,6,116.618,0,3.195
Madagascar,5,0,0,0
Malawi,9,0,0,0
Malaysia,0,0,0.124,0
Maldives,9,0,0,0
Mali,9,0,0,0
Malta,3,22.648,0,0
Marshall Islands,9,0,0,0
Mauritania,9,0,0,0
Mauritius,0,0,0,0
Mexico,5,0,0.008,0
Moldova,1,0,0,0
Monaco,9,0,0,0
Mongolia,9,0,0,0
Montenegro,0,0,1.592,0
Morocco,5,0,0,0
Mozambique,9,0,0,0
Myanmar,9,0,0,0
Namibia,5,0,0,0
Nepal,9,0,0,0
Netherlands,7,0,1.984,33.791
New Zealand,9,0,0,0
Nicaragua,9,0,0,0
Niger,9,0,0,0
Nigeria,9,0,0.005,0
North Macedonia,0,0,0.48,0
Norway,3,35.601,0.553,0
Oman,4,0,0,0
Pakistan,5,0,0.005,0
Palestine,4,0,0,0
Panama,0,0,0.695,0
Papua New Guinea,9,0,0,0
Paraguay,9,0,0,0
Peru,5,0,0,0
Philippines,5,0,0.073,0
Poland,1,0,0.026,0
Portugal,3,19.712,0.883,4.609
Qatar,4,0,0,0
Romania,0,0,0.208,0.78
Russia,5,0,0,0
Rwanda,4,0,0,0
Saint Kitts and Nevis,9,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,9,0,0,0
Samoa,9,0,0,0
San Marino,2,0,0,0
Sao Tome and Principe,9,0,0,0
Saudi Arabia,4,0,0,0
Senegal,5,0,0,0
Serbia,1,0,0.147,0
Seychelles,9,0,0,0
Sierra Leone,9,0,0,0
Singapore,0,0,0,0
Slovakia,9,0,0,0
Slovenia,8,26.937,0.481,4.81
Solomon Islands,9,0,0,0
Somalia,9,0,0,0
South Africa,4,0,0,0
South Korea,9,0,0,0
South Sudan,9,0,0,0
Spain,3,0,11.528,0
Sri Lanka,5,0,0,0
Sudan,9,0,0,0
Suriname,9,0,0,0
Sweden,8,0,2.079,0
Switzerland,2,0,2.542,0
Syria,9,0,0,0
Taiwan,4,0,0,0
Tajikistan,9,0,0,0
Tanzania,9,0,0,0
Thailand,4,0,0,0
Timor,9,0,0,0
Togo,9,0,0,0
Trinidad and Tobago,5,0,0,0
Tunisia,4,0,0,0
Turkey,1,0,0.083,0
Uganda,9,0,0,0
Ukraine,9,0,0,0
United Arab Emirates,1,0,0,0
United Kingdom,7,0,1.12,0
United States,7,8.495,0.568,0
Uruguay,4,0,0,0
Uzbekistan,9,0,0,0
Vanuatu,9,0,0,0
Vatican,9,0,0,0
Venezuela,9,0,0,0
Vietnam,9,0,0,0
Yemen,9,0,0,0
Zambia,9,0,0,0
Zimbabwe,9,0,0.067,0
