country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,8,0,0.051,0
Albania,7,0,1.737,0
Algeria,4,0,0.251,0
Andorra,8,0,0,0
Angola,8,0,0.061,0
Antigua and Barbuda,8,0,0,0
Argentina,5,0,3.031,0
Armenia,7,0,0.675,0
Australia,2,0,0.588,0
Austria,6,10.326,0,2.554
Azerbaijan,6,0,0.296,0
Bahamas,3,0,5.086,0
Bahrain,5,0,0.588,0
Bangladesh,4,0,0.206,0
Barbados,4,0,0,0
Belarus,6,0,0.529,0
Belgium,3,26.921,0.345,7.507
Belize,3,0,0,0
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,7,0,5.74,0
Bosnia and Herzegovina,8,0,0,0
Botswana,8,0,0,0
Brazil,5,0,2.324,0
Brunei,8,0,0,0
Bulgaria,1,107.218,0.864,10.65
Burkina Faso,8,0,0,0
Burundi,8,0,0,0
Cambodia,8,0,0,0
Cameroon,8,0,0,0
Canada,4,0,0.053,0
Cape Verde,5,0,0,0
Central African Republic,8,0,0,0
Chad,8,0,0,0
Chile,5,0,3.139,0
China,8,0,0,0
Colombia,5,0,6.839,0
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,5,0,1.374,0
Cote d'Ivoire,2,0,0,0
Croatia,9,37.756,0.244,0
Cuba,4,0,0.177,0
Cyprus,4,0,0,0
Czechia,6,11.486,0.093,2.241
Democratic Republic of Congo,8,0,0,0
Denmark,6,3.28,0,0.345
Djibouti,8,0,0,0
Dominica,8,0,0,0
Dominican Republic,7,0,1.198,0
Ecuador,3,0,1.87,0
Egypt,8,0,0.186,0
El Salvador,3,0,1.079,0
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,4,9.046,0,0
Eswatini,3,0,1.724,0
Ethiopia,6,0,0.139,0
Fiji,8,0,0,0
Finland,2,0,0,0
France,9,71.744,0.015,5.684
Gabon,8,0,0,0
Gambia,5,0,1.241,0
Georgia,4,0,0,0
Germany,4,0,0.036,0
Ghana,4,0,0,0
Greece,6,0,0.192,0
Grenada,8,0,0,0
Guatemala,6,0,0.781,0
Guinea,2,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,3,0,0,0
Haiti,2,0,0,0
Honduras,7,0,1.111,0
Hungary,2,6.107,0.207,0
Iceland,6,2.93,0,0
India,3,0,0.606,0
Indonesia,4,0,0.314,0
International,8,0,0,0
Iran,6,0,1.679,0
Iraq,7,0,1.865,0
Ireland,6,4.253,0,1.215
Israel,5,0,1.502,0
Italy,6,17.201,0.116,1.141
Jamaica,7,0,0,0
Japan,4,0,0.071,0
Jordan,2,0,0.098,0
Kazakhstan,3,0,0.426,0
Kenya,4,0,0.112,0
Kosovo,7,0,5.174,0
Kuwait,5,0,0.468,0
Kyrgyzstan,6,0,0.153,0
Laos,8,0,0,0
Latvia,2,2.121,0,0
Lebanon,7,0,0.293,0
Lesotho,8,0,0,0
Liberia,8,0,0,0
Libya,8,0,0,0
Liechtenstein,8,0,0,0
Lithuania,6,0,0,0
Luxembourg,1,49.523,0,1.598
