country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,2,0,0,84.26
Albania,2,0,0,83.33
Algeria,2,0,0,76.85
Andorra,2,0,0,50
Angola,2,0,0,81.48
Antigua and Barbuda,1,0,0,0
Argentina,2,0.109,10.8,90.74
Armenia,1,0,0,0
Australia,4,1.008,2201.6,67.13
Austria,0,0.795,121.7,59.26
Azerbaijan,2,0,0,77.78
Bahamas,1,0,0,0
Bahrain,2,4.365,24.2,75
Bangladesh,2,0.062,6.7,93.52
Barbados,2,0,0,81.48
Belarus,1,0,13.8,16.67
Belgium,2,1.619,55.9,75
Belize,2,0,0,85.19
Benin,2,0,0,57.41
Bhutan,2,0,0,83.33
Bolivia,2,0.086,2.8,84.26
Bosnia and Herzegovina,2,0,0,76.85
Botswana,2,0,0,66.67
Brazil,2,0,0,81.02
Brunei,2,0,0,52.78
Bulgaria,2,0.206,36.5,62.96
Burkina Faso,2,0,0,60.19
Burundi,1,0,0,13.89
Cambodia,2,0,0,57.41
Cameroon,2,0,0,63.89
Canada,2,0.931,25.3,70.83
Cape Verde,2,0.273,0,79.17
Central African Republic,2,0,0,75.93
Chad,2,0,0,74.07
Chile,2,0.652,4.2,78.24
China,2,0,0,81.94
Colombia,2,0.128,0,87.04
Comoros,1,0,0,0
Congo,2,0,0,82.41
Costa Rica,2,0.085,0,72.22
Cote d'Ivoire,2,0.032,14.9,64.81
Croatia,0,0.297,394.3,70.37
Cuba,0,0.154,154.3,100
Cyprus,3,2.265,730.3,92.59
Czechia,2,0.702,99,57.41
Democratic Republic of Congo,2,0,0,80.56
Denmark,0,2.497,189.2,65.74
Djibouti,2,0,0,59.26
Dominica,2,0,0,72.22
Dominican Republic,2,0.125,5.9,87.04
Ecuador,2,0.089,0,86.11
Egypt,2,0,0,84.26
El Salvador,2,0.368,30.5,100
Equatorial Guinea,1,0,0,0
Eritrea,2,0,0,93.52
Estonia,0,1.171,186.6,50
Eswatini,2,0,0,84.26
Ethiopia,0,0.021,190.9,80.56
Fiji,2,0.076,0,78.7
Finland,2,0.667,64.3,53.7
France,2,0.823,47.6,76.85
Gabon,2,0,0,80.56
Gambia,2,0,0,77.78
Georgia,2,0,0,96.3
Germany,2,0,0,59.72
Ghana,2,0.137,27.3,62.04
Greece,0,0.33,304.5,68.52
Grenada,1,0,0,0
Guatemala,2,0.036,4.9,96.3
Guinea,2,0,0,78.7
Guinea-Bissau,1,0,0,0
Guyana,2,0,0,87.04
Haiti,2,0,0,89.81
Honduras,2,0,0,100
Hungary,2,0.417,94.3,66.67
Iceland,4,1.749,2594.4,50
India,2,0.078,19.4,79.17
Indonesia,2,0.023,8.1,71.76
International,1,0,0,0
Iran,1,0.179,7.1,45.37
Iraq,2,0.148,39,82.41
Ireland,2,0.965,40.2,83.33
Israel,0,0.69,347.9,75
Italy,2,1.111,82.9,63.89
Jamaica,2,0.066,74.2,87.04
Japan,2,0.029,96.4,40.74
Jordan,2,0,0,77.78
Kazakhstan,2,0.984,85.1,83.8
Kenya,2,0.049,47.8,88.89
Kosovo,2,0,0,87.04
Kuwait,2,0.847,4.5,100
Kyrgyzstan,2,0,0,84.72
Laos,2,0,0,56.48
Latvia,0,0.945,177,61.11
Lebanon,2,0,0,77.78
Lesotho,2,0,0,62.04
Liberia,2,0,0,87.96
Libya,0,0.035,173.7,100
Liechtenstein,1,0,0,0
Lithuania,3,2.628,604.2,71.3
Luxembourg,2,2.419,109.1,56.48
Madagascar,2,0,11.6,70.37
Malawi,2,0.009,82.2,60.19
Malaysia,3,0.28,801.8,69.44
Maldives,1,0.969,15.2,0
Mali,2,0,0,56.48
Malta,0,3.096,134.1,0
Marshall Islands,1,0,0,0
Mauritania,2,0,10.6,77.78
Mauritius,2,0,0,78.7
Mexico,2,0.065,2.8,82.41
Moldova,2,0,0,80.56
Monaco,2,0,0,68.52
Mongolia,2,0,0,71.3
Montenegro,1,0,0,0
Morocco,2,0.153,48.5,93.52
Mozambique,2,0.007,39,56.48
Myanmar,0,0.013,226,80.56
Namibia,2,0.06,0,66.67
Nepal,2,0.085,80,92.59
Netherlands,2,0,0,68.52
New Zealand,4,1.17,5506.4,39.81
Nicaragua,1,0,0,18.52
Niger,1,0,0,33.33
Nigeria,2,0.006,5.2,84.26
North Macedonia,1,0.246,18.5,0
Norway,0,0.728,220.2,58.33
Oman,2,0,0,87.96
Pakistan,2,0.063,7.8,85.19
Palestine,2,0,0,96.3
Panama,2,0.183,5.7,89.81
Papua New Guinea,2,0,0,56.02
Paraguay,2,0.059,42.5,94.44
Peru,2,0.137,0,92.59
Philippines,2,0.075,41.6,96.3
Poland,2,0.535,52.4,83.33
Portugal,2,1.514,70.4,71.3
Qatar,2,1.477,3,83.33
Romania,2,0.541,39.5,75
Russia,2,1.801,24.9,78.24
Rwanda,0,0.076,336,73.15
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,2,0,0,66.67
Sao Tome and Principe,1,0,0,0
Saudi Arabia,2,0.43,7.8,89.81
Senegal,2,0.062,11.6,72.22
Serbia,2,0.911,74.9,51.85
Seychelles,2,0,0,59.26
Sierra Leone,2,0,0,70.37
Singapore,2,0,10.4,81.48
Slovakia,3,0.537,735.8,73.15
Slovenia,3,0.437,1236.7,44.91
Solomon Islands,2,0,0,69.44
Somalia,2,0,0,60.19
South Africa,2,0.291,20.2,84.26
South Korea,3,0.223,639.3,39.81
South Sudan,2,0,0,73.15
Spain,2,0,77.9,79.17
Sri Lanka,2,0.052,69.8,82.41
Sudan,2,0,0,87.04
Suriname,2,0,0,74.07
Sweden,2,0,0,64.81
Switzerland,0,0.562,128.9,58.33
Syria,2,0,0,87.04
Taiwan,1,0.009,0,25.93
Tajikistan,1,0,0,44.44
Tanzania,1,0,0,38.89
Thailand,4,0.122,2856.7,75
Timor,2,0,0,66.67
Togo,2,0.045,23.3,73.15
Trinidad and Tobago,2,0.039,0,90.74
Tunisia,3,0.112,674.2,83.33
Turkey,2,0.247,23.5,75.93
Uganda,2,0,0,86.11
Ukraine,2,0.196,20.1,88.89
United Arab Emirates,2,5.094,51.9,72.22
United Kingdom,2,1.199,31.6,71.3
United States,2,1.378,0,72.69
Uruguay,0,0.118,196,61.11
Uzbekistan,2,0,0,86.11
Vanuatu,2,0,0,66.67
Vatican,1,0,0,0
Venezuela,2,0,0,85.19
Vietnam,2,0,0,69.44
Yemen,2,0,0,56.48
Zambia,1,0.027,13.2,43.52
Zimbabwe,0,0.03,311.9,87.96
