country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,2,0,0,78.7
Albania,2,0,0,62.96
Algeria,2,0,0,79.63
Andorra,1,0,0,45.37
Angola,2,0,0,76.39
Antigua and Barbuda,1,0,0,0
Argentina,2,0.343,2.5,90.74
Armenia,1,0,0,0
Australia,4,0,149.4,68.06
Austria,1,1.047,71,35.19
Azerbaijan,2,0,0,93.52
Bahamas,1,0,0,0
Bahrain,2,5.484,24.3,69.44
Bangladesh,2,0.086,4.5,80.09
Barbados,1,0,0,45.37
Belarus,1,0,69.4,16.67
Belgium,2,2.199,47.3,62.96
Belize,2,0,0,69.44
Benin,1,0,0,41.67
Bhutan,2,0,0,62.96
Bolivia,2,0.174,1.8,84.26
Bosnia and Herzegovina,2,0,0,59.26
Botswana,2,0,0,54.17
Brazil,2,0,0,72.69
Brunei,1,0,0,39.81
Bulgaria,1,0.92,23,36.11
Burkina Faso,1,0,0,45.37
Burundi,1,0,0,13.89
Cambodia,1,0,0,38.89
Cameroon,2,0,0,60.19
Canada,2,1.255,80.4,67.13
Cape Verde,2,0.473,9.7,65.28
Central African Republic,2,0,0,54.63
Chad,2,0,0,70.37
Chile,2,0.896,8.9,84.72
China,2,0,0,78.24
Colombia,2,0.633,0,87.04
Comoros,1,0,0,0
Congo,2,0,0,62.04
Costa Rica,2,0.325,0,73.61
Cote d'Ivoire,1,0.047,9.6,44.91
Croatia,1,0.398,19.3,35.19
Cuba,4,0.305,179.6,66.67
Cyprus,0,1.969,270.6,47.22
Czechia,1,0.701,25.5,36.11
Democratic Republic of Congo,2,0.007,10,55.56
Denmark,0,3.491,375,54.63
Djibouti,2,0,0,50.93
Dominica,1,0,0,44.44
Dominican Republic,2,0,2.7,78.7
Ecuador,2,0.12,0,78.24
Egypt,2,0,0,60.19
El Salvador,2,0.372,6,89.81
Equatorial Guinea,1,0,0,0
Eritrea,2,0,0,89.81
Estonia,4,0.614,183.2,23.15
Eswatini,2,0,0,80.56
Ethiopia,2,0.067,12.5,80.56
Fiji,2,0.144,0,54.63
Finland,0,1,595.4,35.19
France,1,1.656,71.4,46.3
Gabon,2,0,0,66.67
Gambia,1,0,0,35.65
Georgia,2,0,0,51.85
Germany,2,0,0,55.09
Ghana,2,0,4.5,52.78
Greece,0,5.17,334.9,57.41
Grenada,1,0,0,0
Guatemala,2,0.242,3.3,87.04
Guinea,2,0,0,68.52
Guinea-Bissau,1,0,0,0
Guyana,2,0,0,77.31
Haiti,1,0,0,28.7
Honduras,2,0,0,96.3
Hungary,4,0.332,206.7,54.63
Iceland,1,1.032,34,39.81
India,2,0.296,8.8,77.78
Indonesia,2,0.121,7.2,62.5
International,1,0,0,0
Iran,2,0.306,10.1,58.8
Iraq,2,0.461,6.6,92.59
Ireland,0,0.96,369.6,38.89
Israel,2,3.03,13.7,52.78
Italy,4,0.927,192.4,48.15
Jamaica,4,0.107,108.9,64.81
Japan,1,0.148,14.1,34.26
Jordan,2,0,0,48.15
Kazakhstan,2,1.023,14.5,83.33
Kenya,2,0.098,8.2,78.7
Kosovo,2,0,0,59.26
Kuwait,2,0.95,5.8,71.3
Kyrgyzstan,2,0,0,76.39
Laos,1,0,0,20.37
Latvia,0,1,374.4,50
Lebanon,1,0,0,41.67
Lesotho,2,0,0,71.3
Liberia,2,0,0,64.81
Libya,2,0.182,10.3,87.96
Liechtenstein,1,0,0,0
Lithuania,4,2.09,106.4,34.26
Luxembourg,4,10.651,91.5,25.93
Madagascar,2,0,2.2,68.98
Malawi,2,0.061,7.8,60.19
Malaysia,0,0.185,364.1,47.22
Maldives,1,2.566,16.3,0
Mali,2,0,0,52.78
Malta,4,3.9,214.1,0
Marshall Islands,1,0,0,0
Mauritania,1,0,16.8,29.63
Mauritius,1,0,0,16.67
Mexico,2,0.118,2,70.83
Moldova,2,0,0,57.41
Monaco,1,0,0,0
Mongolia,2,0,0,60.19
Montenegro,1,0,0,0
Morocco,2,0.575,33.9,64.81
Mozambique,1,0.036,29.9,51.85
Myanmar,3,0.04,1128.6,76.85
Namibia,1,0.207,9.6,50
Nepal,2,0.207,26.1,78.7
Netherlands,1,0,0,39.81
New Zealand,3,0.501,2778.7,22.22
Nicaragua,1,0,0,20.37
Niger,1,0,0,25.93
Nigeria,2,0.016,7.3,71.76
North Macedonia,1,0.946,10.3,0
Norway,0,1.087,272.7,40.74
Oman,2,0.257,2.8,94.44
Pakistan,2,0.098,24.8,66.67
Palestine,2,0,0,83.33
Panama,2,0.734,3,80.56
Papua New Guinea,2,0,0,49.07
Paraguay,2,0.264,15,78.7
Peru,2,0.192,0,81.48
Philippines,2,0.328,16.7,76.85
Poland,1,0.607,38.7,39.81
Portugal,2,1.639,65.8,65.28
Qatar,2,1.911,13.9,77.78
Romania,1,1.216,20.9,42.59
Russia,2,1.975,46.9,68.06
Rwanda,4,0.32,110.6,75.93
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,1,0,0,33.33
Sao Tome and Principe,1,0,0,0
Saudi Arabia,2,1.583,28.9,65.74
Senegal,1,0.117,11.1,32.41
Serbia,2,1.419,24.6,55.56
Seychelles,1,0,0,23.15
Sierra Leone,1,0,0,32.41
Singapore,1,0,54.4,50
Slovakia,1,0.339,58.8,35.19
Slovenia,1,0.423,49,50
Solomon Islands,1,0,0,36.11
Somalia,1,0,0,31.48
South Africa,2,0.717,3.8,80.56
South Korea,4,0.209,174.2,44.91
South Sudan,2,0,0,80.56
Spain,2,0,19.9,64.35
Sri Lanka,4,0.066,199.5,50
Sudan,2,0,0,71.3
Suriname,2,0,0,75.93
Sweden,2,0.749,42.9,59.26
Switzerland,1,0.792,39.4,39.35
Syria,2,0,0,69.44
Taiwan,4,0.009,106.8,23.15
Tajikistan,2,0,0,49.07
Tanzania,1,0,0,27.78
Thailand,3,0.081,892.4,52.78
Timor,1,0,0,29.63
Togo,1,0.05,32,50.93
Trinidad and Tobago,2,0.11,49.5,60.19
Tunisia,1,0.028,73.1,26.85
Turkey,1,0.542,47.2,42.59
Uganda,4,0,239.6,76.85
Ukraine,1,0.342,13.4,41.67
United Arab Emirates,4,4.801,156.9,43.52
United Kingdom,4,2.111,170.7,64.35
United States,2,3.059,0,67.13
Uruguay,4,0.573,117.9,23.15
Uzbekistan,2,0,0,73.15
Vanuatu,2,0,0,66.67
Vatican,1,0,0,0
Venezuela,2,0,0,86.11
Vietnam,2,0,0,75
Yemen,1,0,0,31.48
Zambia,2,0.053,4.5,50.93
Zimbabwe,2,0.121,16.8,80.56
