country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,0,0,0,84.26
Albania,0,0,0,89.81
Algeria,0,0,0,76.85
Andorra,0,0,0,50
Angola,0,0,0,81.48
Antigua and Barbuda,2,0,0,0
Argentina,0,0.052,11,90.74
Armenia,2,0,0,0
Australia,1,1.038,2021.3,64.35
Austria,3,0.568,124,59.26
Azerbaijan,0,0,0,85.19
Bahamas,2,0,0,0
Bahrain,0,3.902,26.2,75
Bangladesh,0,0.049,6.9,93.52
Barbados,0,0,0,81.48
Belarus,2,0,13,16.67
Belgium,0,0.872,54.7,75
Belize,0,0,0,85.19
Benin,0,0,0,62.96
Bhutan,0,0,0,83.33
Bolivia,0,0.064,3.1,84.26
Bosnia and Herzegovina,0,0,0,76.85
Botswana,0,0,0,78.7
Brazil,0,0,0,81.02
Brunei,0,0,0,52.78
Bulgaria,0,0.157,33.9,62.96
Burkina Faso,0,0,0,60.19
Burundi,2,0,0,13.89
Cambodia,0,0,0,57.41
Cameroon,0,0,0,63.89
Canada,0,0.807,24.7,70.83
Cape Verde,0,0,0,79.63
Central African Republic,0,0,0,75.93
Chad,0,0,0,87.04
Chile,0,0.689,4.5,78.24
China,0,0,0,81.94
Colombia,0,0.124,0,87.04
Comoros,2,0,0,0
Congo,0,0,0,97.22
Costa Rica,0,0.113,0,72.22
Cote d'Ivoire,0,0.03,11.3,64.81
Croatia,3,0.354,230.5,70.37
Cuba,3,0.172,138.5,100
Cyprus,4,2.567,634,92.59
Czechia,3,0.332,129.8,57.41
Democratic Republic of Congo,0,0,0,80.56
Denmark,3,1.221,173.5,65.74
Djibouti,0,0,0,59.26
Dominica,0,0,0,72.22
Dominican Republic,0,0.202,5.7,100
Ecuador,0,0.078,0,86.11
Egypt,0,0,0,84.26
El Salvador,0,0.337,33.1,100
Equatorial Guinea,2,0,0,0
Eritrea,0,0,0,93.52
Estonia,3,0.623,218.8,55.56
Eswatini,0,0,0,84.26
Ethiopia,3,0.037,287.1,80.56
Fiji,0,0,0,78.7
Finland,0,0.417,63.1,53.7
France,0,0.102,0,76.85
Gabon,0,0,0,80.56
Gambia,0,0,0,78.7
Georgia,0,0,0,96.3
Germany,0,0,62.5,61.57
Ghana,0,0,13.6,62.04
Greece,3,0.215,251.2,68.52
Grenada,2,0,0,0
Guatemala,0,0.019,5.1,96.3
Guinea,0,0,0,78.7
Guinea-Bissau,2,0,0,0
Guyana,0,0,0,87.04
Haiti,0,0,0,89.81
Honduras,0,0,0,100
Hungary,3,0.384,109.3,66.67
Iceland,1,0.021,2664.3,50
India,0,0.068,21.7,81.94
Indonesia,0,0.017,7.8,74.54
International,2,0,0,0
Iran,2,0.17,8,45.37
Iraq,0,0.077,35.4,82.41
Ireland,0,1.306,36.6,90.74
Israel,3,0.535,292.1,77.78
Italy,0,0.994,69,66.67
Jamaica,0,0.109,89.5,87.04
Japan,0,0.039,86.2,40.74
Jordan,0,0,0,77.78
Kazakhstan,3,1.184,120.9,81.94
Kenya,0,0,54,88.89
Kosovo,0,0,0,92.59
Kuwait,0,0.88,0,100
Kyrgyzstan,0,0,0,84.72
Laos,0,0,0,82.41
Latvia,3,0.545,171.2,61.11
Lebanon,0,0,0,85.19
Lesotho,0,0,0,62.04
Liberia,0,0,0,87.96
Libya,4,0.006,552.4,100
Liechtenstein,2,0,0,0
Lithuania,4,0.919,695.6,75
Luxembourg,3,0.241,125,56.48
Madagascar,0,0,23.1,70.37
Malawi,0,0.006,42,60.19
Malaysia,4,0.282,782.9,69.44
Maldives,2,0.699,11.7,0
Mali,0,0,0,56.48
Malta,3,2.29,163.8,0
Marshall Islands,2,0,0,0
Mauritania,0,0.063,10.6,77.78
Mauritius,0,0,0,78.7
Mexico,0,0.022,3,82.41
Moldova,0,0,0,80.56
Monaco,0,0,0,68.52
Mongolia,0,0,0,71.3
Montenegro,2,0,0,0
Morocco,0,0.134,29.8,93.52
Mozambique,0,0.009,45.4,56.48
Myanmar,4,0.01,770.6,80.56
Namibia,0,0,0,66.67
Nepal,0,0.05,60.9,92.59
Netherlands,0,0,19.6,68.52
New Zealand,1,0.322,18017.5,39.81
Nicaragua,2,0,0,18.52
Niger,2,0,0,33.33
Nigeria,0,0.005,5.1,84.26
North Macedonia,2,0.204,15.6,0
Norway,3,0.122,166.6,58.33
Oman,0,0,0,87.96
Pakistan,0,0.064,9,85.19
Palestine,0,0,0,96.3
Panama,0,0.282,6.4,89.81
Papua New Guinea,0,0,0,56.02
Paraguay,0,0.114,64.1,94.44
Peru,0,0.048,0,92.59
Philippines,0,0.083,41.6,96.3
Poland,0,0.456,51.5,83.33
Portugal,0,0.88,76.6,75
Qatar,0,1.689,3,83.33
Romania,0,0.347,35.6,75
Russia,0,1.582,21,78.24
Rwanda,4,0.088,868.8,73.15
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,0,0,0,66.67
Sao Tome and Principe,2,0,0,0
Saudi Arabia,0,0.447,8.6,89.81
Senegal,0,0.049,8.9,72.22
Serbia,0,0.959,70.4,51.85
Seychelles,0,0,0,66.67
Sierra Leone,0,0,0,70.37
Singapore,0,0,9,81.48
Slovakia,4,0.178,615.8,73.15
Slovenia,4,0.23,719.3,56.02
Solomon Islands,2,0,0,42.59
Somalia,0,0,0,60.19
South Africa,0,0.359,21.7,84.26
South Korea,4,0,485.7,43.52
South Sudan,0,0,0,73.15
Spain,0,0,46.9,79.17
Sri Lanka,0,0.059,66,82.41
Sudan,0,0,0,87.04
Suriname,0,0,0,79.63
Sweden,0,0,0,64.81
Switzerland,3,0.201,117.7,58.33
Syria,0,0,0,87.04
Taiwan,2,0.008,0,25.93
Tajikistan,2,0,0,44.44
Tanzania,0,0,0,50
Thailand,1,0.058,2400.5,73.15
Timor,0,0,0,66.67
Togo,0,0.012,17.6,73.15
Trinidad and Tobago,0,0.016,0,90.74
Tunisia,1,0.074,1722.7,83.33
Turkey,0,0.419,23.6,75.93
Uganda,0,0,0,89.81
Ukraine,0,0.164,16.8,88.89
United Arab Emirates,0,3.934,51.1,74.07
United Kingdom,0,1.109,28.7,71.3
United States,0,0.927,0,72.69
Uruguay,3,0.233,206.4,61.11
Uzbekistan,0,0,0,88.89
Vanuatu,0,0,0,77.78
Vatican,2,0,0,0
Venezuela,0,0,0,85.19
Vietnam,0,0,0,69.44
Yemen,0,0,0,56.48
Zambia,2,0.048,9.3,43.52
Zimbabwe,3,0.019,336.8,87.96
