country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,0,0,0,27.78
Albania,3,0,0,8.33
Algeria,3,0,0,5.56
Andorra,3,0,0,0
Angola,3,0,0,8.33
Antigua and Barbuda,3,0,0,0
Argentina,0,0,17.5,11.11
Armenia,3,0,0,0
Australia,0,0,0,19.44
Austria,1,0.032,62.2,11.11
Azerbaijan,0,0,0,30.56
Bahamas,3,0,0,0
Bahrain,0,0,0,30.56
Bangladesh,0,0,0,13.89
Barbados,0,0,0,16.67
Belarus,3,0,0,0
Belgium,0,0.097,0,13.89
Belize,0,0,0,11.11
Benin,0,0,0,13.89
Bhutan,0,0,0,31.48
Bolivia,4,0,0,62.04
Bosnia and Herzegovina,0,0,0,11.11
Botswana,0,0,0,13.89
Brazil,0,0,0,11.11
Brunei,0,0,0,19.44
Bulgaria,0,0,0,21.3
Burkina Faso,3,0,0,0
Burundi,0,0,0,11.11
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,3,0,0,2.78
Cape Verde,0,0,0,19.44
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,3,0,0,0
China,4,0,0,81.02
Colombia,0,0.002,0,12.04
Comoros,3,0,0,0
Congo,3,0,0,5.56
Costa Rica,0,0,0,11.11
Cote d'Ivoire,3,0,0,0
Croatia,0,0.007,0,13.89
Cuba,0,0,0,13.89
Cyprus,0,0,0,11.11
Czechia,0,0.01,22.2,19.44
Democratic Republic of Congo,3,0,0,5.56
Denmark,0,0.022,25.6,25.93
Djibouti,3,0,0,0
Dominica,3,0,0,0
Dominican Republic,0,0,0,11.11
Ecuador,3,0,0,8.33
Egypt,3,0,0,0
El Salvador,0,0,0,19.44
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,3,0.054,24.1,0
Eswatini,0,0,0,13.89
Ethiopia,3,0,0,2.78
Fiji,0,0,0,19.44
Finland,0,0.019,29.1,19.44
France,4,0,0,43.98
Gabon,0,0,0,13.89
Gambia,0,0,0,11.11
Georgia,4,0,0,41.67
Germany,0,0,0,25
Ghana,3,0,0,2.78
Greece,0,0,0,28.7
Grenada,3,0,0,0
Guatemala,0,0,0,25
Guinea,0,0,0,11.11
Guinea-Bissau,3,0,0,0
Guyana,0,0,0,13.89
Haiti,3,0,0,8.33
Honduras,0,0,0,11.11
Hungary,0,0,0,11.11
Iceland,0,0.167,8.3,16.67
India,0,0,0,26.85
Indonesia,4,0,0,37.04
International,3,0,0,0
Iran,4,0,0,42.59
Iraq,4,0,0,52.78
Ireland,0,0,0,11.11
Israel,1,0.032,42.9,33.33
Italy,4,0.066,5.5,74.54
Jamaica,0,0,0,19.44
Japan,4,0.004,30.9,43.52
Jordan,0,0,0,11.11
Kazakhstan,3,0,0,8.33
Kenya,0,0,0,13.89
Kosovo,3,0,0,0
Kuwait,0,0,0,27.78
Kyrgyzstan,0,0,0,22.22
Laos,3,0,0,0
Latvia,3,0.017,0,8.33
Lebanon,4,0,0,37.96
Lesotho,0,0,0,11.11
Liberia,3,0,0,5.56
Libya,3,0,0,5.56
Liechtenstein,3,0,0,0
Lithuania,0,0,0,11.11
Luxembourg,0,0.01,10.5,11.11
Madagascar,3,0,0,0
Malawi,3,0,0,5.56
Malaysia,0,0,11.9,19.44
Maldives,3,0,0,0
Mali,3,0,0,0
Malta,3,0.143,0,0
Marshall Islands,3,0,0,0
Mauritania,3,0,0,5.56
Mauritius,3,0,0,0
Mexico,1,0.001,277.3,2.78
Moldova,3,0,0,8.33
Monaco,0,0,0,27.78
Mongolia,4,0,0,57.41
Montenegro,3,0,0,0
Morocco,3,0,14,5.56
Mozambique,3,0,0,8.33
Myanmar,3,0,0,2.78
Namibia,3,0,0,2.78
Nepal,0,0,0,22.22
Netherlands,3,0,0,1.85
New Zealand,0,0.014,0,19.44
Nicaragua,3,0,0,8.33
Niger,3,0,0,0
Nigeria,0,0,0,11.11
North Macedonia,3,0,0,0
Norway,0,0.067,22.5,11.11
Oman,0,0,0,19.44
Pakistan,0,0,0,28.7
Palestine,4,0,0,74.07
Panama,3,0,0,8.33
Papua New Guinea,0,0,0,13.89
Paraguay,3,0,0,5.56
Peru,0,0.002,0,13.89
Philippines,0,0,0,25
Poland,0,0,0,11.11
Portugal,0,0.008,0,11.11
Qatar,0,0,0,13.89
Romania,0,0,0,16.67
Russia,0,0.03,0,22.22
Rwanda,0,0,0,13.89
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,0,0,0,33.33
Sao Tome and Principe,3,0,0,0
Saudi Arabia,0,0.029,0,11.11
Senegal,3,0,3.5,0
Serbia,1,0,35,13.89
Seychelles,0,0,0,16.67
Sierra Leone,3,0,0,0
Singapore,0,0,0,25
Slovakia,0,0.069,0,16.67
Slovenia,0,0,0,11.11
Solomon Islands,3,0,0,8.33
Somalia,3,0,0,0
South Africa,1,0,62.9,13.89
South Korea,4,0.355,22,55.56
South Sudan,3,0,0,5.56
Spain,0,0,0,11.11
Sri Lanka,0,0,0,11.11
Sudan,3,0,0,5.56
Suriname,3,0,0,0
Sweden,3,0,0,0
Switzerland,0,0.111,19.2,25
