country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.22,5.56
Albania,1,0,1.29,50.93
Algeria,0,0,1.5,71.3
Andorra,0,0,1.09,62.96
Angola,0,0,1.06,60.19
Antigua and Barbuda,2,0,0.32,0
Argentina,0,0.423,0.91,79.17
Armenia,2,0,1.01,0
Australia,1,0,0.84,52.31
Austria,0,0.22,1.32,75
Azerbaijan,0,0,1.26,64.35
Bahamas,2,0,0.73,0
Bahrain,0,0.021,0.88,58.33
Bangladesh,0,0.119,1.04,80.09
Barbados,1,0,0.84,40.74
Belarus,2,0.041,1.14,22.22
Belgium,0,0.23,0.75,65.74
Belize,0,0,1.15,66.67
Benin,1,0,0.95,31.48
Bhutan,0,0,0.92,77.78
Bolivia,0,0.102,0.86,84.26
Bosnia and Herzegovina,1,0,1.16,40.74
Botswana,1,0,0.73,52.78
Brazil,0,0,1.08,57.87
Brunei,1,0,0,35.19
Bulgaria,1,0.296,1.28,48.15
Burkina Faso,2,0,1,22.22
Burundi,2,0,0.8,14.81
Cambodia,1,0,0.92,34.26
Cameroon,1,0,0.93,45.37
Canada,0,0.071,1.19,60.65
Cape Verde,0,0.151,1.05,71.3
Central African Republic,2,0,0.63,24.07
Chad,0,0,0.95,70.37
Chile,0,0.041,0.99,81.94
China,0,0,1.02,63.43
Colombia,0,0,0.98,65.74
Comoros,2,0,0.64,0
Congo,1,0,0.56,47.22
Costa Rica,1,0,1.01,55.56
Cote d'Ivoire,2,0.023,0.95,25
Croatia,1,0.277,1.12,31.48
Cuba,0,0.006,0.92,59.26
Cyprus,0,0.057,1.18,69.44
Czechia,0,0.299,0.8,73.15
Democratic Republic of Congo,2,0.162,1.11,22.22
Denmark,1,0.017,1.14,39.81
Djibouti,1,0,1.03,43.52
Dominica,1,0,0,37.04
Dominican Republic,0,0.12,1.08,67.59
Ecuador,1,0,0.95,52.78
Egypt,0,0,1.16,60.19
El Salvador,1,0.067,1.13,52.78
Equatorial Guinea,2,0,0.48,0
Eritrea,0,0,0.42,82.41
Estonia,2,0.041,1.47,25.93
Eswatini,1,0,1.09,48.15
Ethiopia,0,0.079,0.9,57.41
Fiji,1,0,0,49.07
Finland,1,0.017,1.13,40.74
France,0,0.14,1.07,78.7
Gabon,0,0,1.1,69.44
Gambia,0,0,0.66,56.48
Georgia,1,0,1.32,55.56
Germany,0,0.078,1.18,62.04
Ghana,1,0.067,1.16,38.89
Greece,0,0.104,1.29,78.7
