country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.19,16.67
Albania,1,0,1.13,54.63
Algeria,0,0,0.9,75.93
Andorra,1,0,1.43,53.7
Angola,0,0,1.12,71.3
Antigua and Barbuda,2,0,0.27,0
Argentina,0,0.497,1.05,87.96
Armenia,2,0,1.4,0
Australia,0,0.001,0.94,68.06
Austria,1,0.053,1.26,40.74
Azerbaijan,0,0,1.43,66.2
Bahamas,2,0,1.17,0
Bahrain,0,0.041,0.91,63.89
Bangladesh,0,0.12,0.98,80.09
Barbados,1,0,0.9,35.19
Belarus,2,0.025,1.26,16.67
Belgium,1,0.083,1.57,47.22
Belize,0,0,1.16,69.44
Benin,1,0,0.93,47.22
Bhutan,0,0,0.79,77.78
Bolivia,0,0.248,0.77,84.26
Bosnia and Herzegovina,1,0,1.16,40.74
Botswana,0,0,0.75,63.89
Brazil,0,0,0.96,63.43
Brunei,1,0,0,35.19
Bulgaria,1,0.088,1.49,35.19
Burkina Faso,1,0,0.99,36.11
Burundi,2,0,0.75,14.81
Cambodia,1,0,0.55,37.04
Cameroon,1,0,0.92,47.22
Canada,0,0.026,1.22,60.65
Cape Verde,0,0.183,1.07,67.13
Central African Republic,1,0,0.56,56.48
Chad,0,0,1.02,73.15
Chile,0,0.05,0.97,81.94
China,1,0,1.14,54.17
Colombia,0,0,1.04,71.3
Comoros,2,0,0.65,0
Congo,1,0,0.58,56.48
Costa Rica,1,0,1.02,58.33
Cote d'Ivoire,1,0.04,0.93,36.11
Croatia,1,0.067,1.56,28.7
Cuba,0,0.005,0.7,73.15
Cyprus,1,0.007,1.53,53.7
Czechia,1,0.194,1.55,48.15
Democratic Republic of Congo,1,0.112,1.08,43.52
Denmark,1,0.009,1.12,50.93
Djibouti,1,0,1,47.22
Dominica,1,0,0,28.7
Dominican Republic,0,0.16,1,67.59
Ecuador,1,0,0.98,51.39
Egypt,0,0,1,62.96
El Salvador,1,0.039,1.09,52.78
Equatorial Guinea,2,0,0.53,0
Eritrea,0,0,0.41,82.41
Estonia,2,0.017,1.03,25.93
Eswatini,0,0,0.85,59.26
Ethiopia,0,0.116,1.09,65.74
Fiji,1,0,0,49.07
Finland,1,0.013,1.3,32.41
France,1,0.091,1.3,49.54
Gabon,0,0,1.07,74.07
Gambia,0,0,0.69,75.93
Georgia,1,0,1.3,56.48
Germany,1,0,1.41,49.54
Ghana,1,0.028,1.06,44.44
Greece,1,0.035,1.17,50.46
Grenada,2,0,0,0
Guatemala,1,0.17,0.99,49.54
Guinea,1,0,1.09,51.85
Guinea-Bissau,2,0,0.43,0
Guyana,0,0,1.02,80.56
Haiti,1,0,0.89,47.22
Honduras,0,0,1.03,84.26
Hong Kong,1,0,0,51.85
Hungary,1,0.104,1.12,40.74
Iceland,1,0.034,1.4,40.74
India,0,0.065,0.92,73.61
Indonesia,0,0.157,1.02,72.69
International,2,0,0,0
Iran,0,0.141,1.15,69.44
Iraq,0,0.181,0.89,61.11
Ireland,0,0.038,1.33,61.57
Israel,0,0.099,0.72,85.19
Italy,1,0.028,1.61,55.56
Jamaica,0,0.179,0.95,71.3
Japan,1,0.027,1.07,33.33
Jordan,0,0,1.41,78.7
Kazakhstan,0,0.015,1.13,78.7
Kenya,0,0.066,1.36,67.59
Kosovo,1,0,1.15,52.78
Kuwait,0,0.174,1.08,62.96
Kyrgyzstan,0,0,1.31,67.13
Laos,1,0,0,36.11
Latvia,1,0.02,1.5,32.41
Lebanon,0,0,1.13,59.26
Lesotho,1,0,0.88,47.22
Liberia,1,0,1,57.41
Libya,0,0,1.09,83.33
Liechtenstein,2,0,1.73,0
Lithuania,1,0.021,1.33,37.04
Luxembourg,1,0.016,1.39,47.22
Madagascar,1,0.068,0.65,44.44
Malawi,1,0.015,0.89,54.63
Malaysia,1,0.025,1.64,54.63
Maldives,2,0.038,0.93,0
Mali,1,0,1.11,37.96
Malta,2,0.025,1.36,0
Marshall Islands,2,0,0,0
Mauritania,2,0.027,0.87,17.59
Mauritius,2,0,0.68,16.67
Mexico,0,0.718,1.07,73.61
Moldova,1,0,1.09,45.37
Monaco,2,0,1.15,0
Mongolia,1,0,0.39,42.59
Montenegro,2,0,1,0
Morocco,0,0.106,1.12,60.19
Mozambique,0,0.077,1.08,62.04
Myanmar,0,0,1.3,81.02
Namibia,1,0.056,0.86,37.96
Nepal,0,0.193,1.3,76.85
Netherlands,0,0,1.4,62.04
New Zealand,2,0.001,0.83,22.22
Nicaragua,2,0,0.46,8.33
Niger,2,0,1.02,21.3
Nigeria,1,0.028,0.96,54.63
North Macedonia,2,0.137,1.42,0
Norway,1,0.012,1.16,32.41
Oman,0,0,1.13,86.11
Pakistan,0,0.02,1.04,67.13
Palestine,0,0.107,0.93,82.41
Panama,0,0.123,1.02,87.04
Papua New Guinea,1,0,0.71,45.37
Paraguay,0,0.296,1.04,67.59
Peru,0,0,0.91,82.41
Philippines,0,0.074,0.95,68.98
Poland,2,0.092,1.67,23.15
Portugal,1,0.042,1.33,56.94
Qatar,0,0.042,1,64.81
Romania,1,0.105,1.31,45.37
Russia,1,0.026,1.25,47.69
Rwanda,0,0.003,0.84,75.93
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,1,0,0.55,29.63
Sao Tome and Principe,2,0,0.62,0
Saudi Arabia,1,0.009,0.91,57.41
Senegal,1,0.023,0.84,40.74
Serbia,1,0.017,1.39,54.63
Seychelles,1,0,0.22,39.81
Sierra Leone,2,0,0.95,25.93
Singapore,1,0,0.63,52.78
Slovakia,1,0.089,1.46,43.52
Slovenia,1,0.083,1.55,47.22
Solomon Islands,1,0,0,36.11
Somalia,1,0,0.71,52.78
South Africa,1,0.083,1.09,39.81
South Korea,0,0.009,0.79,60.19
South Sudan,1,0.016,1.05,35.19
Spain,0,0.087,1.15,64.35
Sri Lanka,1,0.049,1.03,34.26
Sudan,1,0,1.1,51.85
Suriname,1,0,0.83,57.41
Sweden,1,0.029,1.42,55.56
Switzerland,1,0.063,1.72,31.94
Syria,1,0,1.07,47.69
Taiwan,2,0.004,1.21,23.15
Tajikistan,1,0,0.99,36.11
Tanzania,2,0,0,8.33
Thailand,1,0.002,0.99,47.22
Timor,1,0,0,29.63
Togo,1,0.014,1.05,50.93
Trinidad and Tobago,0,0.239,0.81,80.56
Tunisia,1,0,1.38,54.63
Turkey,0,0.014,1.05,71.76
Uganda,0,0.071,0.95,73.15
Ukraine,0,0.18,1.19,58.8
United Arab Emirates,1,0.01,1.09,50.93
United Kingdom,0,0.059,1.49,67.59
United States,0,0,1.12,62.5
Uruguay,1,0.009,1.17,43.52
Uzbekistan,1,0,0.87,43.52
Vanuatu,2,0,0,22.22
Vatican,2,0,0,0
Venezuela,0,0,0.87,84.26
Vietnam,1,0,1,55.56
Yemen,1,0,0.66,45.37
Zambia,1,0.027,0.9,45.37
Zimbabwe,0,0.021,1.01,71.3
