country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.16,84.26
Albania,2,0,1.16,71.3
Algeria,2,0,0.76,76.85
Andorra,0,0,0.47,50
Angola,2,0,0,77.78
Antigua and Barbuda,1,0,0,0
Argentina,2,0.153,1.32,90.74
Armenia,1,0,1.25,0
Australia,0,0,0.95,62.04
Austria,0,0.004,0.81,53.7
Azerbaijan,2,0,1.4,77.78
Bahamas,1,0,0.05,0
Bahrain,2,0.069,1.18,75
Bangladesh,0,0.207,1.32,62.96
Barbados,2,0,0,78.7
Belarus,1,0.069,0.96,16.67
Belgium,2,0.014,0.71,75
Belize,2,0,0,75.93
Benin,0,0,0.97,57.41
Bhutan,2,0,0,83.33
Bolivia,2,0.533,1.31,84.26
Bosnia and Herzegovina,0,0,1.17,54.63
Botswana,0,0,0,61.11
Brazil,2,0,1.24,77.31
Brunei,0,0,0,52.78
Bulgaria,0,0.012,1.1,44.44
Burkina Faso,0,0,0.94,45.37
Burundi,1,0,0,13.89
Cambodia,0,0,0.05,40.74
Cameroon,0,0,1.17,60.19
Canada,2,0.029,0.8,70.83
Cape Verde,2,0,1.1,79.17
Central African Republic,2,0,1.01,75.93
Chad,2,0,0.8,74.07
Chile,2,0.361,1.23,78.24
China,2,0,1.28,81.94
Colombia,2,0,1.28,87.04
Comoros,1,0,0.71,0
Congo,2,0,0.79,82.41
Costa Rica,2,0,1.44,72.22
Cote d'Ivoire,0,0.158,1.23,64.81
Croatia,0,0,0.19,50.93
Cuba,2,0.012,1.23,100
Cyprus,2,0.001,0.98,76.85
Czechia,0,0.008,0.96,41.67
Democratic Republic of Congo,2,0,1.11,80.56
Denmark,0,0.004,0.85,57.41
Djibouti,0,0,1.19,59.26
Dominica,2,0,0,72.22
Dominican Republic,2,0.183,1.07,87.04
Ecuador,2,0,1.05,83.33
Egypt,2,0,1.32,84.26
El Salvador,2,0.036,1.16,100
Equatorial Guinea,1,0,0.42,0
Eritrea,2,0,0,93.52
Estonia,0,0.005,0.98,41.67
Eswatini,2,0,1.15,84.26
Ethiopia,2,0.021,1.58,80.56
Fiji,2,0,0,78.7
Finland,0,0.017,0.72,44.44
France,2,0.015,1.13,75
Gabon,2,0,1.11,80.56
Gambia,2,0,0,77.78
Georgia,2,0,1.33,69.44
Germany,0,0,0.78,59.72
Ghana,0,0.075,1.23,56.48
Greece,0,0.001,1.08,54.63
Grenada,1,0,0,0
Guatemala,2,0.285,1.3,96.3
Guinea,2,0,1.11,78.7
Guinea-Bissau,1,0,0.81,0
Guyana,2,0,0.59,87.04
Haiti,2,0,1.31,89.81
Honduras,2,0,1.27,100
Hungary,2,0.006,0.73,66.67
Iceland,0,0.001,0.52,39.81
India,2,0.066,1.26,75.46
Indonesia,2,0.086,1.09,71.76
International,1,0,0,0
Iran,0,0.122,1.3,44.44
Iraq,2,0.049,1.78,92.59
Ireland,2,0.015,0.55,83.33
Israel,2,0.014,1.79,75
Italy,0,0.007,0.62,63.89
Jamaica,2,0.012,0.9,80.56
Japan,0,0.015,0.9,28.7
Jordan,2,0,1.03,77.78
Kazakhstan,2,0.015,1.14,81.02
Kenya,2,0.041,1.35,88.89
Kosovo,2,0,1.31,73.15
Kuwait,2,0.25,0.96,84.26
Kyrgyzstan,2,0,1.21,79.17
Laos,0,0,0,43.52
Latvia,0,0.002,0.81,61.11
Lebanon,2,0,1.14,74.07
Lesotho,0,0,0,62.04
Liberia,2,0,1.03,84.26
Libya,2,0.036,1.21,96.3
Liechtenstein,1,0,0,0
Lithuania,0,0.001,0.83,56.48
Luxembourg,0,0.003,0.78,47.22
Madagascar,2,0.115,1.32,70.37
Malawi,0,0.11,1.29,60.19
Malaysia,2,0.009,1.01,75
Maldives,1,0.077,1.02,0
Mali,0,0,1.06,56.48
Malta,1,0.001,0.53,0
Marshall Islands,1,0,0,0
Mauritania,2,0.091,1.49,77.78
Mauritius,2,0,0.05,65.74
Mexico,2,0.396,1.2,72.69
Moldova,2,0,1.14,80.56
Monaco,2,0,0,68.52
Mongolia,2,0,0.58,71.3
Montenegro,1,0,0.01,0
Morocco,2,0.004,0.88,93.52
Mozambique,0,0.021,1.13,62.04
Myanmar,2,0.003,0.74,80.56
Namibia,0,0.005,0,58.33
Nepal,2,0.056,1.8,92.59
Netherlands,0,0,0.86,62.96
New Zealand,0,0,0.11,37.04
Nicaragua,1,0,0.23,18.52
Niger,0,0,0.69,25.93
Nigeria,2,0.138,1.18,84.26
North Macedonia,1,0.066,1.68,0
Norway,0,0.006,0.86,58.33
Oman,2,0,1.25,86.11
Pakistan,2,0.241,1.33,82.41
Palestine,2,0,0.73,80.56
Panama,2,0.295,1.3,89.81
Papua New Guinea,0,0,0,56.02
Paraguay,2,0.023,1.23,81.48
