country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,0,27.78
Albania,1,0,0,8.33
Algeria,1,0,0,5.56
Andorra,1,0,0,0
Angola,1,0,0,8.33
Antigua and Barbuda,1,0,0,0
Argentina,2,0.19,0,11.11
Armenia,1,0,0,0
Australia,2,0,0,19.44
Austria,2,0.036,0,11.11
Azerbaijan,2,0,0,30.56
Bahamas,1,0,0,0
Bahrain,2,0,0,30.56
Bangladesh,2,0,0,13.89
Barbados,2,0,0,16.67
Belarus,1,0,0,0
Belgium,2,0.045,2.42,13.89
Belize,2,0,0,11.11
Benin,2,0,0,13.89
Bhutan,2,0,0,31.48
Bolivia,0,0,0,62.04
Bosnia and Herzegovina,2,0,0,11.11
Botswana,2,0,0,13.89
Brazil,2,0,0,11.11
Brunei,2,0,0,19.44
Bulgaria,2,0,0,21.3
Burkina Faso,1,0,0,0
Burundi,2,0,0,11.11
Cambodia,2,0,0,19.44
Cameroon,1,0,0,0
Canada,1,0,0,2.78
Cape Verde,2,0,0,19.44
Central African Republic,1,0,0,0
Chad,2,0,0,16.67
Chile,1,0,0,0
China,0,0,0.22,81.02
Colombia,2,0,0,12.04
Comoros,1,0,0,0
Congo,1,0,0,5.56
Costa Rica,2,0,0,11.11
Cote d'Ivoire,1,0,0,0
Croatia,2,0,0,13.89
Cuba,2,0,0,13.89
Cyprus,2,0,0,11.11
Czechia,2,0.039,0,19.44
Democratic Republic of Congo,1,0,0,5.56
Denmark,2,0.041,0,25.93
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,2,0,0,11.11
Ecuador,1,0,0,8.33
Egypt,1,0,0,0
El Salvador,2,0,0,19.44
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,0.037,0,0
Eswatini,2,0,0,13.89
Ethiopia,1,0,0,2.78
Fiji,2,0,0,19.44
Finland,2,0.045,0,19.44
France,0,0,2.52,43.98
Gabon,2,0,0,13.89
Gambia,2,0,0,11.11
Georgia,0,0,0,41.67
Germany,2,0.031,2.91,25
Ghana,1,0,0,2.78
Greece,2,0,0,28.7
Grenada,1,0,0,0
Guatemala,2,0,0,25
Guinea,2,0,0,13.89
Guinea-Bissau,1,0,0,0
Guyana,2,0,0,13.89
Haiti,1,0,0,8.33
Honduras,2,0,0,11.11
Hungary,2,0,0,11.11
Iceland,2,0.122,0,16.67
India,2,0,0,26.85
Indonesia,0,0,0,37.04
International,1,0,0,0
Iran,0,0,1.54,42.59
Iraq,0,0,0,52.78
Ireland,2,0,0,11.11
Israel,2,0.028,0,33.33
Italy,0,0.197,2.49,74.54
Jamaica,2,0,0,19.44
Japan,0,0.042,1.49,43.52
Jordan,2,0,0,11.11
Kazakhstan,1,0,0,8.33
Kenya,2,0,0,13.89
Kosovo,1,0,0,5.56
Kuwait,0,0,0,36.11
Kyrgyzstan,2,0,0,22.22
Laos,1,0,0,0
Latvia,1,0.009,0,8.33
Lebanon,0,0,0,37.96
Lesotho,2,0,0,11.11
Liberia,1,0,0,5.56
Libya,1,0,0,5.56
Liechtenstein,1,0,0,0
Lithuania,2,0,0,11.11
Luxembourg,2,0.072,0,11.11
