country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,0,0,0.79,78.7
Albania,2,0,1.1,62.96
Algeria,0,0,1.13,74.07
Andorra,2,0,0.96,45.37
Angola,0,0,1.14,76.39
Antigua and Barbuda,1,0,0,0
Argentina,0,0.4,1.2,90.74
Armenia,1,0,0.85,0
Australia,0,0.005,1.31,68.06
Austria,2,0.008,1.15,35.19
Azerbaijan,0,0,0.82,96.3
Bahamas,1,0,2.67,0
Bahrain,0,0.043,0.99,69.44
Bangladesh,0,0.231,0.93,80.09
Barbados,2,0,0.41,50.93
Belarus,1,0.017,0.82,16.67
Belgium,2,0.019,1.48,50
Belize,0,0,0,69.44
Benin,2,0,0.95,41.67
Bhutan,2,0,0,62.96
Bolivia,0,0.606,1.06,84.26
Bosnia and Herzegovina,2,0,1.17,56.48
Botswana,2,0,0.86,57.41
Brazil,0,0,1.08,81.02
Brunei,2,0,0,49.07
Bulgaria,2,0.054,1.09,36.11
Burkina Faso,2,0,0.98,45.37
Burundi,1,0,0.67,13.89
Cambodia,2,0,0.36,38.89
Cameroon,2,0,1,60.19
Canada,0,0.011,1.11,67.13
Cape Verde,0,0.109,1.08,68.06
Central African Republic,2,0,0.64,53.7
Chad,0,0,0.81,67.59
Chile,0,0.134,0.88,84.72
China,0,0,1.74,78.24
Colombia,0,0,1.2,87.04
Comoros,1,0,0.68,0
Congo,2,0,0.7,62.04
Costa Rica,0,0,1.24,73.61
Cote d'Ivoire,2,0.156,0.93,60.65
Croatia,2,0.068,1.01,35.19
Cuba,0,0.001,1.59,66.67
Cyprus,2,0.001,1.49,47.22
Czechia,2,0.036,1.33,37.5
Democratic Republic of Congo,2,0.118,1.06,55.56
Denmark,2,0.003,1.28,54.63
Djibouti,2,0,0.71,50.93
Dominica,2,0,0,44.44
Dominican Republic,0,0.352,1.11,78.7
Ecuador,0,0,1.04,81.02
Egypt,2,0,0.72,60.19
El Salvador,0,0.141,1.1,89.81
Equatorial Guinea,1,0,0.27,0
Eritrea,0,0,0.28,89.81
Estonia,1,0.004,1.32,25.93
Eswatini,0,0,1.17,80.56
Ethiopia,0,0.073,1.5,80.56
Fiji,2,0.004,0,51.85
Finland,2,0.003,1.19,35.19
France,2,0.012,1.27,46.3
Gabon,0,0,1.08,66.67
Gambia,2,0,1.48,35.65
Georgia,2,0,1.58,51.85
Germany,2,0,1.2,55.09
Ghana,2,0.139,1.08,52.78
Greece,2,0.005,1.23,57.41
Grenada,1,0,0,0
Guatemala,0,0.435,1.1,96.3
Guinea,0,0,1.09,68.52
Guinea-Bissau,1,0,0.7,0
Guyana,0,0,1.2,77.31
Haiti,1,0,0.9,28.7
Honduras,0,0,1.08,96.3
Hungary,2,0.007,1.26,54.63
Iceland,2,0.01,1.43,39.81
India,0,0.122,1.23,77.78
Indonesia,2,0.129,1.07,62.5
International,1,0,0,0
Iran,2,0.094,1.06,58.8
Iraq,0,0.14,1.08,92.59
Ireland,2,0.003,1.25,38.89
Israel,2,0.065,1.12,54.63
Italy,2,0.005,1.16,58.33
Jamaica,0,0.013,1.29,64.81
Japan,1,0.06,1.49,30.56
Jordan,2,0,1.33,48.15
Kazakhstan,0,0.128,0.9,83.33
Kenya,0,0.124,1.24,81.48
Kosovo,2,0,1.14,54.63
Kuwait,0,0.166,1.02,77.78
Kyrgyzstan,0,0,0.82,76.39
Laos,1,0,0,20.37
