country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,0,0,1.36,84.26
Albania,0,0,0.8,89.81
Algeria,0,0,1.07,76.85
Andorra,2,0,0.51,50
Angola,0,0,0,75.93
Antigua and Barbuda,1,0,0,0
Argentina,0,0.068,1.34,94.44
Armenia,1,0,1.33,0
Australia,2,0.001,0.78,69.44
Austria,2,0.006,0.85,59.26
Azerbaijan,0,0,1.38,85.19
Bahamas,1,0,0,0
Bahrain,0,0.041,1.27,75
Bangladesh,0,0.152,1.36,89.81
Barbados,0,0,0,81.48
Belarus,1,0.102,1.13,16.67
Belgium,0,0.024,0.72,75
Belize,0,0,0,76.85
Benin,2,0,0.97,57.41
Bhutan,0,0,0,83.33
Bolivia,0,0.292,1.43,84.26
Bosnia and Herzegovina,0,0,1.16,81.48
Botswana,0,0,0,78.7
Brazil,0,0,1.39,81.02
Brunei,2,0,0.02,58.33
Bulgaria,2,0.04,0.94,60.19
Burkina Faso,2,0,0.95,67.59
Burundi,1,0,0,13.89
Cambodia,2,0,0.03,57.41
Cameroon,2,0,1.24,63.89
Canada,2,0.046,0.9,70.83
Cape Verde,0,0,1.08,79.63
Central African Republic,0,0,0.83,75.93
Chad,0,0,0.94,88.89
Chile,0,0.146,1.47,75.93
China,0,0,0.7,81.94
Colombia,0,0,1.33,87.04
Comoros,1,0,0,0
Congo,0,0,0.81,97.22
Costa Rica,2,0,1.13,72.22
Cote d'Ivoire,2,0.103,1.18,69.91
Croatia,2,0.014,0.74,70.37
Cuba,0,0.009,0.63,100
Cyprus,0,0.002,0.64,92.59
Czechia,2,0.008,0.86,57.41
Democratic Republic of Congo,0,0,1.13,80.56
Denmark,2,0.01,0.83,65.74
Djibouti,0,0,1.35,94.44
Dominica,0,0,0,75.93
Dominican Republic,0,0.218,1.12,100
Ecuador,0,0,0.88,86.11
Egypt,0,0,1.26,84.26
El Salvador,0,0.031,1.2,100
Equatorial Guinea,1,0,0.6,0
Eritrea,0,0,0,93.52
Estonia,2,0.004,0.73,62.96
Eswatini,0,0,0.84,84.26
Ethiopia,0,0.009,1.55,80.56
Fiji,0,0,0,88.89
Finland,2,0.03,0.82,60.19
France,0,0,0.93,76.85
Gabon,0,0,1.15,75
Gambia,0,0,0,78.7
Georgia,0,0,0.72,96.3
Germany,2,0,0.7,64.35
Ghana,2,0.075,1.33,62.04
Greece,2,0.005,0.86,68.52
Grenada,1,0,0,0
Guatemala,0,0.148,1.38,96.3
Guinea,0,0,1.12,78.7
Guinea-Bissau,1,0,0.85,0
Guyana,0,0,0.5,87.04
Haiti,0,0,1.41,89.81
Honduras,0,0,1.35,100
Hungary,2,0.009,0.73,66.67
Iceland,2,0.001,0.23,50
India,0,0.043,1.35,81.94
Indonesia,0,0.088,1.15,74.54
International,1,0,0,0
Iran,2,0.115,1.19,50.93
Iraq,0,0.021,1.23,82.41
Ireland,0,0.03,0.65,90.74
Israel,0,0.005,0.35,77.78
Italy,2,0.019,0.66,62.96
Jamaica,0,0.027,0.75,87.04
Japan,2,0.017,0.45,47.22
Jordan,0,0,1.33,87.04
Kazakhstan,0,0.011,1.16,81.94
Kenya,0,0.026,1.29,88.89
Kosovo,0,0,0.93,92.59
Kuwait,0,0,1.67,100
Kyrgyzstan,0,0,1.17,81.94
Laos,0,0,0,82.41
Latvia,2,0.004,0.89,69.44
Lebanon,0,0,1.23,77.78
Lesotho,2,0,0,62.04
Liberia,0,0,0.96,87.96
Libya,0,0.001,0,100
Liechtenstein,1,0,0,0
Lithuania,0,0.002,0.87,75
Luxembourg,2,0.008,0.65,56.48
Madagascar,2,0.021,1.73,67.59
Malawi,2,0.04,0,60.19
Malaysia,2,0.006,0.86,69.44
Maldives,1,0.106,1.2,0
Mali,2,0,1.07,56.48
Malta,1,0.003,1.29,0
Marshall Islands,1,0,0,0
Mauritania,0,0,0,77.78
Mauritius,0,0,0.1,82.41
Mexico,0,0.318,1.31,82.41
Moldova,0,0,1.11,84.26
Monaco,2,0,0,68.52
Mongolia,2,0,0,71.3
Montenegro,1,0,0.04,0
Morocco,0,0.052,0.94,93.52
Mozambique,2,0.015,0,56.48
Myanmar,0,0.007,0.54,84.26
Namibia,2,0,0,66.67
Nepal,0,0.014,1.8,92.59
Netherlands,2,0,0.65,68.52
New Zealand,0,0,0.36,83.33
Nicaragua,1,0,0,18.52
Niger,2,0,0.84,61.11
Nigeria,0,0.215,1.29,84.26
North Macedonia,1,0.078,1.01,0
Norway,2,0.01,0.65,63.89
Oman,0,0,1.27,87.96
Pakistan,0,0.149,1.29,89.81
Palestine,0,0,0.22,96.3
Panama,0,0.186,1.02,93.52
Papua New Guinea,2,0,0,64.35
Paraguay,0,0.066,1.22,94.44
Peru,0,0,1.32,92.59
Philippines,0,0.034,1.05,96.3
Poland,0,0.023,1.07,83.33
Portugal,0,0.022,0.83,75
Qatar,0,0.306,1.34,83.33
Romania,0,0.033,0.86,78.7
Russia,0,0.057,1.16,85.19
Rwanda,2,0.003,0.8,73.15
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,2,0,0.79,66.67
Sao Tome and Principe,1,0,0.42,0
Saudi Arabia,0,0.117,1.25,89.81
Senegal,2,0.089,1.3,72.22
Serbia,0,0.016,0.66,93.52
Seychelles,2,0,0,66.67
Sierra Leone,2,0,0.99,70.37
Singapore,0,0.066,0.98,85.19
Slovakia,2,0.002,0.65,73.15
