country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,0,0,1.2,5.56
Albania,2,0,1.12,54.63
Algeria,1,0,1.22,75
Andorra,1,0,1.15,62.96
Angola,1,0,1.08,65.74
Antigua and Barbuda,0,0,0.32,0
Argentina,1,0.498,0.93,81.94
Armenia,0,0,1.21,0
Australia,2,0,0.78,47.69
Austria,1,0.16,1.59,64.81
Azerbaijan,1,0,1.38,64.35
Bahamas,0,0,0.69,0
Bahrain,1,0.026,0.88,58.33
Bangladesh,1,0.115,1.05,80.09
Barbados,2,0,0.8,40.74
Belarus,0,0.043,1.19,22.22
Belgium,1,0.283,1.12,56.48
Belize,1,0,1.16,66.67
Benin,2,0,0.94,43.52
Bhutan,1,0,0.87,77.78
Bolivia,1,0.154,0.83,84.26
Bosnia and Herzegovina,2,0,1.17,40.74
Botswana,2,0,0.74,52.78
Brazil,1,0,1,57.87
Brunei,2,0,0,35.19
Bulgaria,2,0.245,1.47,48.15
Burkina Faso,0,0,1,22.22
Burundi,0,0,0.79,14.81
Cambodia,2,0,0.85,34.26
Cameroon,2,0,0.91,45.37
Canada,1,0.048,1.15,60.65
Cape Verde,1,0.145,1.06,71.3
Central African Republic,0,0,0.57,24.07
Chad,1,0,0.97,74.07
Chile,1,0.043,0.97,81.94
China,1,0,1.16,68.98
Colombia,1,0,1.06,65.74
Comoros,0,0,0.64,0
Congo,2,0,0.58,47.22
Costa Rica,1,0,0.99,58.33
Cote d'Ivoire,0,0.032,0.96,25
Croatia,2,0.263,1.46,31.48
Cuba,1,0.006,1.1,64.81
Cyprus,1,0.041,1.32,63.89
Czechia,1,0.312,1.09,73.15
Democratic Republic of Congo,0,0.141,1.11,22.22
Denmark,2,0.015,1.2,39.81
Djibouti,2,0,0.99,43.52
Dominica,2,0,0,31.48
Dominican Republic,1,0.108,1.02,67.59
Ecuador,2,0,0.99,52.78
Egypt,1,0,1.12,75.93
El Salvador,2,0.06,1.12,52.78
Equatorial Guinea,0,0,0.48,0
Eritrea,1,0,0.4,77.78
Estonia,2,0.025,1.47,25.93
Eswatini,2,0,0.95,48.15
Ethiopia,1,0.079,0.83,57.41
Fiji,2,0.001,0,49.07
Finland,2,0.015,1.11,40.74
France,1,0.156,1.21,78.7
Gabon,1,0,1.09,72.22
Gambia,1,0,0.73,56.48
Georgia,1,0,1.22,55.56
Germany,1,0,1.41,60.65
Ghana,2,0.032,1.16,38.89
Greece,1,0.065,1.4,59.72
Grenada,0,0,0,0
Guatemala,2,0.131,1,49.54
Guinea,2,0,1.09,35.65
Guinea-Bissau,0,0,0.38,0
Guyana,1,0,1.01,72.22
Haiti,2,0,0.84,47.22
Honduras,1,0,1,87.04
Hong Kong,2,0,0,51.85
Hungary,2,0.173,1.43,40.74
Iceland,2,0.041,0.85,45.37
India,1,0.042,0.91,61.57
Indonesia,2,0.144,0.92,50.46
International,0,0,0,0
Iran,1,0.242,1.32,68.06
Iraq,2,0.197,0.93,51.85
Ireland,1,0.058,0.86,81.48
Israel,2,0.022,0.63,40.74
Italy,1,0.13,1.51,66.67
Jamaica,1,0.097,0.93,71.3
Japan,2,0.035,1.19,38.89
Jordan,1,0,1.36,75.93
Kazakhstan,1,0.015,1.51,68.06
Kenya,1,0.157,1.28,68.52
Kosovo,1,0,1.65,60.19
Kuwait,1,0.111,0.97,62.96
Kyrgyzstan,1,0,1.13,57.87
Laos,2,0,0,36.11
Latvia,2,0.043,1.34,42.59
Lebanon,1,0,1.11,57.41
Lesotho,2,0,0.8,47.22
Liberia,1,0,1.01,57.41
Libya,1,0,1.04,79.63
Liechtenstein,0,0,1.38,0
Lithuania,1,0.076,1.52,62.5
Luxembourg,1,0.061,1.51,56.48
Madagascar,2,0.085,0.27,37.04
Malawi,2,0.014,0.89,50.93
Malaysia,1,0.05,1.15,64.81
Maldives,0,0.023,0.97,0
Mali,2,0,1.13,37.96
Malta,0,0.032,1.03,0
Marshall Islands,0,0,0,0
Mauritania,0,0.02,1.19,17.59
Mauritius,0,0,0.8,16.67
Mexico,1,0.367,1.02,71.76
Moldova,2,0,1.08,48.15
Monaco,0,0,1.4,0
Mongolia,2,0,0.82,35.19
Montenegro,0,0,1.42,0
Morocco,1,0.164,1.11,60.19
Mozambique,1,0.101,1.07,56.48
Myanmar,1,0,1.03,79.63
Namibia,2,0.065,0.95,37.96
Nepal,1,0.227,0.96,63.89
Netherlands,1,0,1.05,62.04
New Zealand,0,0.001,0.86,22.22
Nicaragua,0,0,0.51,8.33
Niger,0,0,1.22,14.81
Nigeria,2,0.039,1.05,50.93
North Macedonia,0,0.277,1.39,0
Norway,2,0.021,1.43,43.52
Oman,2,0,1.03,44.44
Pakistan,2,0.029,1.23,53.24
Palestine,2,0.121,1.11,40.74
Panama,1,0.105,1.07,58.33
Papua New Guinea,2,0,0.7,41.67
Paraguay,1,0.224,0.98,64.81
Peru,1,0,0.95,74.07
Philippines,1,0.059,0.94,68.98
Poland,1,0.266,1.45,71.3
Portugal,1,0.113,1.33,74.54
Qatar,1,0.031,0.88,64.81
Romania,2,0.17,1.27,54.63
Russia,2,0.032,1.11,44.91
Rwanda,1,0.007,1.12,63.89
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
