country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,0,0,0.83,71.3
Albania,0,0,1.16,62.96
Algeria,0,0,0.96,79.63
Andorra,2,0,1.19,45.37
Angola,0,0,1.13,79.17
Antigua and Barbuda,1,0,0,0
Argentina,0,0.402,1.15,88.89
Armenia,1,0,0.8,0
Australia,0,0.008,1.02,79.17
Austria,2,0.014,1.01,35.19
Azerbaijan,0,0,0.6,93.52
Bahamas,1,0,1.22,0
Bahrain,0,0.049,1,69.44
Bangladesh,0,0.237,0.99,80.09
Barbados,2,0,0.63,48.15
Belarus,1,0.015,0.88,16.67
Belgium,0,0.026,1.27,62.96
Belize,0,0,0,69.44
Benin,2,0,0.95,41.67
Bhutan,0,0,0.65,62.96
Bolivia,0,0.529,1,84.26
Bosnia and Herzegovina,2,0,1.17,59.26
Botswana,2,0,0.8,58.8
Brazil,0,0,1.03,72.69
Brunei,2,0,0,39.81
Bulgaria,2,0.052,0.96,38.89
Burkina Faso,2,0,0.99,56.48
Burundi,1,0,0.68,11.11
Cambodia,2,0,0.37,42.59
Cameroon,2,0,1.01,60.19
Canada,0,0.008,1,67.13
Cape Verde,0,0.13,1.08,65.28
Central African Republic,2,0,0.61,54.63
Chad,0,0,0.87,64.81
Chile,0,0.084,0.93,87.5
China,0,0,0.91,78.24
Colombia,0,0,1.13,87.04
Comoros,1,0,0.66,0
Congo,0,0,0.64,67.59
Costa Rica,0,0,1.15,62.96
Cote d'Ivoire,2,0.088,0.88,31.94
Croatia,2,0.044,0.9,35.19
Cuba,0,0.006,1.72,66.67
Cyprus,2,0.006,1.48,47.22
Czechia,2,0.031,1.12,36.11
Democratic Republic of Congo,2,0.125,1.05,59.26
Denmark,2,0.004,1.38,50.93
Djibouti,2,0,0.95,50.93
Dominica,2,0,0,44.44
Dominican Republic,0,0.346,0.93,78.7
Ecuador,0,0,1.08,76.39
Egypt,0,0,0.56,62.96
El Salvador,0,0.166,1.07,89.81
Equatorial Guinea,1,0,0.3,0
Eritrea,0,0,0.28,89.81
Estonia,1,0.013,1.58,23.15
Eswatini,0,0,1.04,80.56
Ethiopia,0,0.081,0.99,80.56
Fiji,2,0,0,54.63
Finland,2,0.002,1.31,35.19
France,2,0.017,1.34,46.3
Gabon,0,0,1.06,66.67
Gambia,2,0,1.49,35.65
Georgia,2,0,1.11,51.85
Germany,2,0,1.26,57.87
Ghana,2,0.225,1.02,52.78
Greece,2,0.006,1.45,46.3
Grenada,1,0,0,0
Guatemala,0,0.289,1.04,87.04
Guinea,0,0,1.09,70.83
Guinea-Bissau,1,0,0.67,0
Guyana,0,0,1.31,75.93
Haiti,1,0,0.92,28.7
Honduras,0,0,1.05,96.3
Hungary,2,0.006,1.29,54.63
Iceland,2,0.01,1.42,46.3
India,0,0.102,1.15,79.63
Indonesia,0,0.152,1.06,62.5
International,1,0,0,0
Iran,2,0.102,1.03,60.19
Iraq,0,0.174,1.1,92.59
Ireland,2,0.015,1.51,38.89
Israel,2,0.07,0.99,52.78
Italy,2,0.006,1.24,48.15
Jamaica,0,0.019,1.43,68.52
Japan,2,0.066,1.23,34.26
Jordan,2,0,1.16,48.15
Kazakhstan,0,0.128,0.74,80.56
Kenya,0,0.121,1.02,73.15
Kosovo,0,0,1.01,69.44
Kuwait,0,0.174,0.98,65.74
Kyrgyzstan,0,0,0.68,79.17
Laos,2,0,0,36.11
Latvia,2,0.003,1.18,47.22
Lebanon,2,0,1.28,57.41
Lesotho,0,0,1.01,71.3
Liberia,0,0,0.9,64.81
Libya,0,0.161,1.28,87.96
Liechtenstein,1,0,0,0
Lithuania,2,0.004,1.29,34.26
Luxembourg,1,0.01,0.87,25.93
Madagascar,0,0.33,0.87,68.98
