country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,1,0,0.96,21.3
Albania,2,0,0.97,54.63
Algeria,0,0,0.84,75.93
Andorra,2,0,1.44,45.37
Angola,0,0,1.13,81.02
Antigua and Barbuda,1,0,0,0
Argentina,0,0.498,1.11,87.96
Armenia,1,0,1.02,0
Australia,0,0.002,0.62,75.46
Austria,2,0.022,1.21,35.19
Azerbaijan,0,0,1,85.19
Bahamas,1,0,0.95,0
Bahrain,2,0.048,1.05,60.19
Bangladesh,0,0.165,0.91,80.09
Barbados,2,0,0.74,38.89
Belarus,1,0.02,1.1,16.67
Belgium,2,0.019,1.12,52.78
Belize,0,0,1.16,72.22
Benin,2,0,0.94,41.67
Bhutan,0,0,0.76,92.13
Bolivia,0,0.355,0.86,84.26
Bosnia and Herzegovina,2,0,1.16,46.3
Botswana,2,0,0.78,52.78
Brazil,0,0,0.95,69.91
Brunei,2,0,0,37.96
Bulgaria,2,0.026,1,38.89
Burkina Faso,2,0,1,48.15
Burundi,1,0,0.73,11.11
Cambodia,2,0,0.24,44.44
Cameroon,2,0,1,57.41
Canada,0,0.011,1.19,64.35
Cape Verde,0,0.156,1.08,68.98
Central African Republic,2,0,0.61,54.63
Chad,0,0,1.01,64.81
Chile,0,0.06,0.99,81.94
China,2,0,0.7,55.09
Colombia,0,0,0.92,71.3
Comoros,1,0,0.65,0
Congo,0,0,0.57,62.04
Costa Rica,0,0,1.13,61.11
Cote d'Ivoire,2,0.084,0.95,38.43
Croatia,2,0.097,1.13,35.19
Cuba,0,0.011,1.1,86.11
Cyprus,2,0.002,0.74,50
Czechia,2,0.05,1.49,36.11
Democratic Republic of Congo,2,0,1.06,46.3
Denmark,2,0.003,1.27,50.93
Djibouti,2,0,0.56,50.93
Dominica,2,0,0,36.11
Dominican Republic,0,0.146,1.02,78.7
Ecuador,0,0,1.05,73.61
Egypt,0,0,0.98,62.96
El Salvador,0,0.041,1.02,80.56
Equatorial Guinea,1,0,0.46,0
Eritrea,0,0,0.25,86.11
Estonia,1,0.009,1.33,23.15
Eswatini,0,0,0.87,64.81
Ethiopia,0,0.063,0.83,80.56
Fiji,2,0.003,0,51.85
Finland,2,0.002,1.24,32.41
France,2,0.044,1.28,48.61
Gabon,0,0,1.03,66.67
Gambia,0,0,0.84,72.22
Georgia,2,0,1.71,57.41
Germany,2,0,1.06,57.87
Ghana,2,0.152,0.98,44.44
Greece,2,0.016,1.11,56.02
Grenada,1,0,0,0
Guatemala,0,0.249,0.98,87.04
Guinea,0,0,1.08,65.28
Guinea-Bissau,1,0,0.54,0
Guyana,0,0,1.19,73.15
Haiti,1,0,0.94,21.3
Honduras,0,0,1.03,82.41
Hong Kong,0,0,0,66.67
Hungary,2,0.043,2.1,50
Iceland,2,0.011,0.98,46.3
India,0,0.079,1.09,81.02
Indonesia,2,0.152,1.17,59.72
International,1,0,0,0
Iran,2,0.077,0.98,60.19
Iraq,0,0.188,1.08,84.26
Ireland,0,0.012,1.22,70.83
Israel,2,0.079,1.33,37.96
Italy,2,0.015,1.22,54.63
Jamaica,0,0.169,1.35,78.7
Japan,2,0.036,0.8,32.41
Jordan,0,0,1.43,63.89
Kazakhstan,0,0.052,0.58,75.93
Kenya,0,0.052,0.74,71.3
Kosovo,2,0,0.85,58.33
Kuwait,0,0.159,1.17,65.74
Kyrgyzstan,0,0,0.74,69.91
Laos,2,0,0,36.11
Latvia,2,0.003,1.15,41.67
Lebanon,0,0,1.15,64.81
Lesotho,0,0,0.98,71.3
Liberia,2,0,0.92,60.19
Libya,0,0.173,1.19,86.11
Liechtenstein,1,0,0.14,0
Lithuania,2,0.008,1.13,34.26
Luxembourg,2,0,1.2,47.22
Madagascar,2,0.157,0.83,60.19
Malawi,2,0.043,0.8,59.26
Malaysia,2,0.001,1.48,57.41
Maldives,1,0.106,0.97,0
Mali,2,0,1.09,47.22
Malta,1,0.012,0.93,0
Marshall Islands,1,0,0,0
Mauritania,1,0.056,0.9,25.93
Mauritius,1,0,0.26,22.22
Mexico,0,0.41,0.98,74.54
Moldova,2,0,1.06,50
Monaco,1,0,0.62,0
Mongolia,2,0,0.35,56.48
Montenegro,1,0,1.53,0
Morocco,0,0.063,1.13,70.37
Mozambique,0,0.057,1.11,62.04
Myanmar,0,0.034,1.88,81.48
Namibia,0,0.147,0.99,61.11
Nepal,0,0.088,1.2,76.85
Netherlands,2,0,1.19,50.93
New Zealand,2,0.001,0.81,34.72
Nicaragua,1,0,0.41,16.67
Niger,1,0,0.77,17.59
Nigeria,0,0.058,0.8,65.74
North Macedonia,1,0.082,1.01,0
Norway,2,0.005,1.34,37.96
Oman,0,0,1.1,86.11
Pakistan,2,0.019,0.96,47.69
Palestine,0,0.107,1.21,83.33
Panama,0,0.169,0.93,81.48
Papua New Guinea,2,0,0.75,47.22
Paraguay,0,0.246,1.21,81.48
Peru,0,0,0.98,85.19
Philippines,0,0.092,0.88,68.98
Poland,2,0.029,0.9,36.11
Portugal,2,0.022,1.25,55.09
Qatar,0,0.04,0.94,64.81
Romania,2,0.056,1.02,45.37
Russia,2,0.016,1.02,38.89
Rwanda,0,0.015,0.84,70.37
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,2,0,0.28,33.33
Sao Tome and Principe,1,0,0.55,0
Saudi Arabia,2,0.018,0.83,60.19
Senegal,2,0.066,0.78,37.96
Serbia,2,0.011,0.75,54.63
Seychelles,2,0,0.2,34.26
Sierra Leone,2,0,0.96,29.63
Singapore,2,0.001,0.66,50
Slovakia,1,0.026,1.33,27.31
Slovenia,2,0.03,1.3,50
Solomon Islands,2,0,0,33.33
Somalia,1,0,0.71,28.7
South Africa,0,0.114,0.8,72.22
South Korea,2,0.014,0.72,50.46
South Sudan,0,0.012,0.99,77.78
Spain,0,0.094,1.28,62.5
Sri Lanka,2,0.008,1.14,29.63
Sudan,0,0,1,62.96
Suriname,0,0,0.88,96.3
Sweden,2,0.007,1.18,55.56
Switzerland,2,0.025,1.17,43.06
Syria,2,0,0.97,53.24
Taiwan,1,0.002,1.01,23.15
Tajikistan,2,0,1.02,38.89
Tanzania,1,0,0,25
Thailand,2,0.001,1.11,50
Timor,2,0,0,29.63
Togo,2,0.021,1.04,49.07
Trinidad and Tobago,0,0.303,1.21,80.56
Tunisia,1,0.065,1.45,26.85
Turkey,2,0.015,1.11,44.44
Uganda,0,0.021,1.31,81.48
Ukraine,0,0.112,1.14,64.35
United Arab Emirates,2,0.006,1.28,39.81
United Kingdom,0,0.009,1.33,64.35
United States,0,0,0.96,67.13
