country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,1,0,1.18,16.67
Albania,2,0,1.11,54.63
Algeria,0,0,0.83,75.93
Andorra,2,0,1.46,53.7
Angola,0,0,1.12,71.3
Antigua and Barbuda,1,0,0.26,0
Argentina,0,0.488,1.05,87.96
Armenia,1,0,1.37,0
Australia,0,0,0.88,68.06
Austria,2,0.044,1.21,40.74
Azerbaijan,0,0,1.29,68.98
Bahamas,1,0,1.2,0
Bahrain,0,0.043,0.92,63.89
Bangladesh,0,0.121,0.98,80.09
Barbados,2,0,0.87,35.19
Belarus,1,0.022,1.27,16.67
Belgium,2,0.067,1.5,47.22
Belize,0,0,1.16,69.44
Benin,2,0,0.93,47.22
Bhutan,0,0,0.78,77.78
Bolivia,0,0.287,0.78,84.26
Bosnia and Herzegovina,2,0,1.16,40.74
Botswana,0,0,0.75,63.89
Brazil,0,0,0.97,67.13
Brunei,2,0,0,35.19
Bulgaria,2,0.065,1.46,35.19
Burkina Faso,2,0,0.99,36.11
Burundi,1,0,0.74,14.81
Cambodia,2,0,0.51,37.04
Cameroon,2,0,0.92,47.22
Canada,0,0.028,1.24,60.65
Cape Verde,0,0.184,1.07,67.13
Central African Republic,2,0,0.56,56.48
Chad,0,0,1.02,73.15
Chile,0,0.051,0.97,81.94
China,2,0,1.08,54.17
Colombia,0,0,1.03,71.3
Comoros,1,0,0.65,0
Congo,2,0,0.57,56.48
Costa Rica,0,0,1.03,61.11
Cote d'Ivoire,2,0.039,0.92,36.11
Croatia,2,0.052,1.38,28.7
Cuba,0,0.007,0.75,73.15
Cyprus,2,0.006,1.48,53.7
Czechia,2,0.167,1.49,48.15
Democratic Republic of Congo,2,0.111,1.08,43.52
Denmark,2,0.009,1.12,50.93
Djibouti,2,0,0.99,47.22
Dominica,2,0,0,28.7
Dominican Republic,0,0.137,1,78.7
Ecuador,2,0,0.96,51.39
Egypt,0,0,0.99,62.96
El Salvador,2,0.038,1.09,52.78
Equatorial Guinea,1,0,0.52,0
Eritrea,0,0,0.38,82.41
Estonia,1,0.018,1.04,25.93
Eswatini,0,0,0.86,59.26
Ethiopia,0,0.116,1.03,65.74
Fiji,2,0,0,49.07
Finland,2,0.012,1.32,32.41
France,2,0.082,1.29,49.54
Gabon,0,0,1.06,74.07
Gambia,0,0,0.69,75.93
Georgia,2,0,1.4,56.48
Germany,2,0,1.35,49.54
Ghana,2,0.034,1.05,44.44
Greece,2,0.034,1.16,50.46
Grenada,1,0,0,0
Guatemala,2,0.161,0.99,49.54
Guinea,2,0,1.08,51.85
Guinea-Bissau,1,0,0.44,0
Guyana,0,0,1.03,80.56
Haiti,2,0,0.89,47.22
Honduras,0,0,1.03,84.26
Hong Kong,2,0,0,51.85
Hungary,2,0.101,1.09,40.74
Iceland,2,0.034,1.45,40.74
India,0,0.067,0.93,73.61
Indonesia,0,0.156,1.02,72.69
International,1,0,0,0
Iran,0,0.203,1.15,69.44
Iraq,0,0.191,0.92,61.11
Ireland,2,0.036,1.32,52.31
Israel,0,0.114,0.82,85.19
Italy,2,0.024,1.45,55.56
Jamaica,0,0.185,0.96,71.3
Japan,2,0.029,1.01,33.33
Jordan,0,0,1.49,78.7
Kazakhstan,0,0.016,1.09,78.7
Kenya,0,0.059,1.29,67.59
Kosovo,2,0,1.09,58.33
Kuwait,0,0.17,1.05,62.96
Kyrgyzstan,0,0,1.3,67.13
Laos,2,0,0,36.11
Latvia,2,0.019,1.51,32.41
Lebanon,0,0,1.14,59.26
Lesotho,2,0,0.89,47.22
Liberia,0,0,0.99,60.19
Libya,0,0,1.09,85.19
Liechtenstein,1,0,1.66,0
Lithuania,2,0.02,1.31,37.04
Luxembourg,2,0.014,1.36,47.22
Madagascar,2,0.078,0.69,44.44
Malawi,2,0.014,0.89,54.63
Malaysia,2,0.021,1.75,54.63
Maldives,1,0.039,0.92,0
Mali,2,0,1.11,43.52
Malta,1,0.021,1.31,0
Marshall Islands,1,0,0,0
Mauritania,1,0.028,0.83,17.59
Mauritius,1,0,0.68,16.67
Mexico,0,0.719,1.12,73.61
Moldova,2,0,1.1,45.37
Monaco,1,0,1.03,0
Mongolia,2,0,0.35,42.59
Montenegro,1,0,1.01,0
Morocco,0,0.103,1.1,60.19
Mozambique,0,0.078,1.08,62.04
Myanmar,0,0.173,1.34,81.02
Namibia,2,0.073,0.85,37.96
Nepal,0,0.162,1.28,76.85
Netherlands,0,0,1.39,62.04
New Zealand,2,0.001,0.83,31.94
Nicaragua,1,0,0.47,8.33
Niger,1,0,0.99,21.3
Nigeria,2,0.031,0.95,54.63
North Macedonia,1,0.124,1.36,0
Norway,2,0.01,1.17,32.41
Oman,0,0,1.14,86.11
Pakistan,0,0.019,1.04,67.13
Palestine,0,0.104,0.96,82.41
Panama,0,0.127,1.01,87.04
Papua New Guinea,2,0,0.71,45.37
Paraguay,0,0.295,1.04,67.59
Peru,0,0,0.91,82.41
Philippines,0,0.071,0.94,68.98
Poland,1,0.081,1.58,23.15
Portugal,2,0.04,1.23,56.94
Qatar,0,0.04,1.05,64.81
Romania,2,0.095,1.27,43.52
Russia,2,0.026,1.26,47.69
Rwanda,0,0.002,0.78,75.93
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,2,0,0.5,29.63
Sao Tome and Principe,1,0,0.61,0
Saudi Arabia,2,0.009,0.9,57.41
Senegal,2,0.024,0.83,40.74
Serbia,2,0.015,1.31,54.63
Seychelles,2,0,0.23,39.81
Sierra Leone,1,0,0.95,25.93
Singapore,2,0,0.62,52.78
Slovakia,2,0.083,1.45,43.52
Slovenia,2,0.069,1.48,47.22
Solomon Islands,2,0,0,36.11
Somalia,2,0,0.7,52.78
South Africa,2,0.082,0.98,39.81
South Korea,0,0.011,1.15,60.19
South Sudan,2,0.013,1.05,35.19
Spain,0,0.097,1.15,60.65
Sri Lanka,2,0.057,1.02,34.26
Sudan,2,0,1.08,51.85
Suriname,2,0,0.83,57.41
Sweden,2,0.028,1.41,55.56
Switzerland,2,0.051,1.66,31.94
Syria,2,0,1.05,47.69
Taiwan,1,0.005,1.21,23.15
Tajikistan,2,0,0.98,36.11
Tanzania,1,0,0,8.33
Thailand,2,0.002,0.99,47.22
Timor,2,0,0,29.63
Togo,2,0.017,1.05,50.93
Trinidad and Tobago,0,0.213,0.81,80.56
Tunisia,2,0,1.37,49.07
Turkey,0,0.013,1.02,71.76
Uganda,0,0.061,0.95,73.15
Ukraine,0,0.177,1.18,58.8
United Arab Emirates,2,0.011,1.09,50.93
United Kingdom,0,0.05,1.54,67.59
United States,0,0,1.08,62.5
Uruguay,2,0.008,1.16,43.52
Uzbekistan,2,0,0.87,43.52
Vanuatu,1,0,0,22.22
Vatican,1,0,0,0
Venezuela,0,0,0.88,84.26
Vietnam,2,0,0.85,55.56
Yemen,2,0,0.68,45.37
Zambia,2,0.035,0.9,45.37
Zimbabwe,0,0.017,0.99,71.3
