Nation,Similarity Score
Afghanistan,164
Albania,149
Algeria,167
Andorra,102
Angola,164
Antigua and Barbuda,163
Argentina,119
Armenia,111
Australia,146
Austria,98
Azerbaijan,187
Bahamas,113
Bahrain,96
Bangladesh,178
Barbados,156
Belgium,80
Belize,147
Benin,164
Bhutan,162
Bolivia,116
Bosnia and Herzegovina,102
Botswana,151
Brazil,147
Brunei,151
Bulgaria,153
Burkina Faso,164
Burundi,164
Cambodia,163
Cameroon,165
Canada,205
Cape Verde,123
Central African Republic,174
Chad,164
Chile,117
China,133
Colombia,129
Comoros,165
Congo,158
Costa Rica,108
Cote d'Ivoire,164
Croatia,110
Cuba,164
Cyprus,167
Czechia,107
Democratic Republic of Congo,164
Denmark,142
Djibouti,179
Dominica,163
Dominican Republic,126
Ecuador,137
Egypt,164
El Salvador,143
Equatorial Guinea,168
Eritrea,164
Estonia,168
Eswatini,125
Ethiopia,164
Fiji,164
Finland,156
France,99
Gabon,174
Gambia,145
Georgia,136
Germany,153
Ghana,162
Greece,180
Grenada,161
Guatemala,135
Guinea,164
Guinea-Bissau,168
Guyana,136
Haiti,164
Honduras,118
Hungary,138
Iceland,104
India,114
Indonesia,164
International,164
Iran,155
Iraq,119
Ireland,128
Israel,94
Italy,126
Jamaica,146
Japan,159
Jordan,154
Kazakhstan,130
Kenya,165
Kosovo,134
Kuwait,123
Kyrgyzstan,161
Laos,164
Latvia,173
Lebanon,119
Lesotho,157
Liberia,164
Libya,136
Liechtenstein,139
Lithuania,156
Luxembourg,77
Madagascar,165
Malawi,164
Malaysia,158
Maldives,146
Mali,164
Malta,100
Marshall Islands,164
Mauritania,180
Mauritius,160
Mexico,131
Moldova,135
Monaco,135
Mongolia,164
Montenegro,78
Morocco,152
Mozambique,164
Myanmar,164
Namibia,116
Nepal,158
Netherlands,87
New Zealand,153
Nicaragua,163
Niger,164
Nigeria,164
North Macedonia,110
Norway,144
Oman,134
Pakistan,171
Palestine,127
Panama,133
Papua New Guinea,164
Paraguay,134
Peru,157
Philippines,138
Poland,162
Portugal,134
Qatar,101
Romania,100
Russia,208
Rwanda,164
Saint Kitts and Nevis,162
Saint Lucia,163
Saint Vincent and the Grenadines,161
Samoa,164
San Marino,145
Sao Tome and Principe,176
Saudi Arabia,158
Senegal,164
Serbia,147
Seychelles,156
Sierra Leone,164
Slovakia,165
Slovenia,122
Solomon Islands,164
Somalia,164
South Africa,127
South Korea,141
South Sudan,164
Spain,83
Sri Lanka,163
Sudan,164
Suriname,125
Sweden,148
Switzerland,98
Syria,164
Taiwan,159
Tajikistan,164
Tanzania,164
Thailand,163
Timor,164
Togo,164
Trinidad and Tobago,134
Tunisia,169
Turkey,170
Uganda,164
Ukraine,142
United Arab Emirates,193
United Kingdom,121
United States,115
Uruguay,163
Uzbekistan,159
Vanuatu,164
Vatican,158
Venezuela,135
Vietnam,163
Yemen,164
Zambia,161
Zimbabwe,163
Singapore,170
Hong Kong,44
