Nation,Similarity Score
Afghanistan,169
Albania,155
Algeria,262
Andorra,120
Angola,255
Antigua and Barbuda,35
Armenia,35
Australia,181
Austria,99
Azerbaijan,272
Bahamas,35
Belarus,35
Belgium,118
Benin,73
Bosnia and Herzegovina,66
Brazil,255
Bulgaria,72
Burkina Faso,49
Burundi,29
Cambodia,79
Cameroon,96
Canada,264
Cape Verde,266
Central African Republic,137
Chad,264
Chile,281
Comoros,35
Congo,191
Costa Rica,231
Cote d'Ivoire,75
Croatia,48
Cuba,272
Cyprus,133
Czechia,83
Democratic Republic of Congo,128
Denmark,70
Djibouti,62
Dominica,91
Dominican Republic,256
Ecuador,167
Egypt,236
Equatorial Guinea,35
Eritrea,260
Estonia,64
Eswatini,233
Ethiopia,256
Finland,61
France,99
Gambia,244
Georgia,144
Germany,110
Ghana,59
Greece,107
Grenada,35
Guatemala,183
Guinea,202
Guinea-Bissau,35
Guyana,270
Haiti,124
Honduras,258
Hungary,95
India,244
International,35
Iran,157
Iraq,210
Ireland,196
Israel,177
Italy,61
Jamaica,235
Japan,59
Jordan,172
Kazakhstan,246
Kenya,268
Kosovo,161
Kyrgyzstan,230
Laos,57
Latvia,76
Lebanon,228
Lesotho,124
Liberia,231
Libya,257
Liechtenstein,35
Lithuania,114
Luxembourg,69
Madagascar,162
Malawi,119
Maldives,35
Mali,65
Malta,35
Marshall Islands,35
Mauritania,130
Mauritius,74
Mexico,260
Moldova,112
Monaco,27
Montenegro,35
Morocco,255
Mozambique,210
Myanmar,277
Namibia,139
Netherlands,108
Nicaragua,38
Niger,74
North Macedonia,35
Norway,40
Pakistan,155
Palestine,230
Papua New Guinea,47
Peru,257
Philippines,237
Portugal,206
Qatar,247
Romania,94
Russia,148
Saint Kitts and Nevis,35
Saint Lucia,35
Saint Vincent and the Grenadines,35
Samoa,35
San Marino,42
Sao Tome and Principe,35
Saudi Arabia,175
Senegal,92
Serbia,75
Seychelles,57
Sierra Leone,86
Slovakia,118
Slovenia,89
Solomon Islands,69
Somalia,74
South Africa,199
South Korea,35
South Sudan,203
Spain,199
Sri Lanka,71
Sudan,184
Suriname,252
Sweden,111
Switzerland,94
Syria,163
Tanzania,76
Thailand,107
Timor,58
Togo,112
Trinidad and Tobago,216
Tunisia,123
Turkey,212
Uganda,236
Ukraine,182
United Arab Emirates,114
United States,262
Uruguay,75
Vanuatu,165
Vatican,35
Venezuela,262
Vietnam,127
Yemen,74
Zambia,75
Zimbabwe,252
Gabon,264
Kuwait,232
Nigeria,183
Paraguay,231
Poland,109
Tajikistan,42
United Kingdom,238
Argentina,243
Bahrain,231
Bangladesh,228
Barbados,102
Bhutan,243
Botswana,111
Brunei,60
Colombia,248
El Salvador,181
Fiji,80
Iceland,64
Indonesia,174
Malaysia,128
Nepal,243
New Zealand,64
Oman,201
Panama,240
Rwanda,222
Singapore,97
Uzbekistan,136
Taiwan,21
Mongolia,127
China,204
Hong Kong,29
Bolivia,219
