Nation,Similarity Score
Argentina,28
Bahrain,29
Bangladesh,35
Barbados,66
Bhutan,40
Bolivia,31
Botswana,65
Brunei,85
China,39
Colombia,33
El Salvador,42
Fiji,68
Gabon,33
Iceland,81
Indonesia,50
Kuwait,17
Malaysia,59
Mongolia,56
Nepal,35
New Zealand,165
Nigeria,37
Oman,40
Panama,27
Paraguay,9
Poland,80
Rwanda,42
Singapore,82
Tajikistan,92
United Kingdom,25
Uzbekistan,54
Czechia,60
France,46
Germany,52
Moldova,54
Monaco,162
Philippines,36
Australia,49
India,29
Ecuador,23
Portugal,31
Papua New Guinea,65
Belgium,52
Croatia,74
Cuba,22
Finland,72
Georgia,40
Guatemala,34
Guinea,30
Kyrgyzstan,31
Sri Lanka,63
Sudan,26
Zimbabwe,14
Vietnam,50
Hong Kong,11
Italy,38
South Korea,65
Uganda,34
Israel,38
Jamaica,33
Japan,109
Qatar,28
Guyana,29
Seychelles,119
Turkey,44
Afghanistan,107
Albania,24
Angola,8
Belize,21
Benin,70
Bosnia and Herzegovina,55
Brazil,19
Bulgaria,63
Burundi,215
Cape Verde,27
Costa Rica,22
Eswatini,33
Gambia,26
Iran,38
Iraq,10
Ireland,36
Kazakhstan,15
Lebanon,30
Liberia,5
Libya,8
Malawi,33
Mauritania,109
Mozambique,17
Norway,64
Pakistan,48
Palestine,3
Romania,53
Russia,43
San Marino,59
Saudi Arabia,28
Solomon Islands,71
Spain,22
Timor,118
Trinidad and Tobago,30
United States,18
Zambia,67
Austria,50
Greece,49
Kenya,25
Nicaragua,219
Serbia,67
Switzerland,57
United Arab Emirates,60
Azerbaijan,24
Denmark,55
Latvia,56
Lithuania,59
Venezuela,13
Hungary,47
Dominican Republic,12
Honduras,10
Haiti,76
Ukraine,22
Tunisia,131
Cyprus,46
Jordan,27
Luxembourg,75
Peru,8
Slovakia,41
Slovenia,46
South Africa,30
Lesotho,25
Thailand,57
Cambodia,59
Chad,23
Syria,33
Myanmar,14
Netherlands,34
Sweden,36
Algeria,13
Canada,6
Kosovo,14
Estonia,137
Morocco,7
Uruguay,83
Senegal,49
Suriname,10
Andorra,44
Burkina Faso,80
Chile,7
Cote d'Ivoire,64
Ethiopia,13
Ghana,49
South Sudan,22
Namibia,30
Tanzania,164
Cameroon,32
Yemen,81
Democratic Republic of Congo,62
Djibouti,44
Egypt,3
Niger,172
Somalia,84
Togo,37
Mauritius,141
Sierra Leone,52
Antigua and Barbuda,209
Armenia,208
Bahamas,209
Belarus,213
Central African Republic,60
Comoros,209
Congo,18
Dominica,49
Equatorial Guinea,209
Grenada,209
Guinea-Bissau,209
International,209
Laos,64
Liechtenstein,209
Maldives,208
Mali,44
Malta,209
Marshall Islands,209
Mexico,1
Montenegro,209
North Macedonia,208
Saint Kitts and Nevis,209
Saint Lucia,209
Saint Vincent and the Grenadines,209
Samoa,209
Sao Tome and Principe,209
Vanuatu,83
Vatican,209
Madagascar,11
