country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,8,0,0,78.7
Albania,5,0,0,62.96
Algeria,8,0,0,74.07
Andorra,5,0,0,45.37
Angola,8,0,0,76.39
Antigua and Barbuda,7,0,0,0
Argentina,8,0.165,2.8,92.59
Armenia,7,0,0,0
Australia,4,2.456,191.9,68.06
Austria,2,0.619,68.5,35.19
Azerbaijan,8,0,0,96.3
Bahamas,7,0,0,0
Bahrain,6,4.136,17.5,69.44
Bangladesh,8,0.065,4.2,80.09
Barbados,5,0,0,54.63
Belarus,2,0,45.4,16.67
Belgium,1,0.542,87,50
Belize,8,0,0,69.44
Benin,5,0,0,41.67
Bhutan,5,0,0,62.96
Bolivia,8,0.223,1.6,84.26
Bosnia and Herzegovina,5,0,0,56.48
Botswana,5,0,0,57.41
Brazil,8,0,0,81.02
Brunei,5,0,0,49.07
Bulgaria,5,0.288,19.1,36.11
Burkina Faso,5,0,0,45.37
Burundi,7,0,0,13.89
Cambodia,5,0,0,38.89
Cameroon,5,0,0,60.19
Canada,1,1.026,109.1,67.13
Cape Verde,6,0.374,8.2,68.06
Central African Republic,5,0,0,53.7
Chad,8,0,0,67.59
Chile,8,0.823,7,84.72
China,8,0,0,78.24
Colombia,8,0.473,0,87.04
Comoros,7,0,0,0
Congo,8,0,0,73.15
Costa Rica,8,0.299,0,73.61
Cote d'Ivoire,5,0.043,5.5,60.65
Croatia,5,0.223,15.3,46.3
Cuba,3,0.257,1063,66.67
Cyprus,0,1.239,594.1,47.22
Czechia,2,0.171,35.7,37.5
Democratic Republic of Congo,6,0.005,10.5,80.56
Denmark,0,1.888,445.2,54.63
Djibouti,5,0,0,50.93
Dominica,5,0,0,44.44
Dominican Republic,8,0.313,2.9,75
Ecuador,8,0.096,0,79.63
Egypt,5,0,0,60.19
El Salvador,8,0.378,7.9,89.81
Equatorial Guinea,7,0,0,0
Eritrea,8,0,0,89.81
Estonia,0,0.084,415,25.93
Eswatini,8,0,0,80.56
Ethiopia,6,0.064,21.5,80.56
