country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,0,0,0,0
Albania,8,0,0,5.56
Algeria,0,0,0,0
Andorra,0,0,0,0
Angola,8,0,0,5.56
Antigua and Barbuda,0,0,0,0
Argentina,8,0,0,11.11
Armenia,0,0,0,0
Australia,8,0,0,19.44
Austria,0,0,0,0
Azerbaijan,0,0,0,2.78
Bahamas,0,0,0,0
Bahrain,8,0,0,16.67
Bangladesh,8,0,0,13.89
Barbados,8,0,0,13.89
Belarus,0,0,0,0
Belgium,8,0,0,11.11
Belize,0,0,0,0
Benin,0,0,0,2.78
Bhutan,8,0,0,13.89
Bolivia,6,0,0,62.04
Bosnia and Herzegovina,8,0,0,11.11
Botswana,8,0,0,13.89
Brazil,8,0,0,5.56
Brunei,8,0,0,19.44
Bulgaria,8,0,0,8.33
Burkina Faso,0,0,0,0
Burundi,8,0,0,5.56
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,0,0,0,2.78
Cape Verde,8,0,0,11.11
Central African Republic,0,0,0,0
Chad,0,0,0,0
Chile,0,0,0,0
China,6,0,0,75.46
Colombia,8,0,0,8.33
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,8,0,0,11.11
Cote d'Ivoire,0,0,0,0
Croatia,8,0,0,13.89
Cuba,8,0,0,11.11
Cyprus,0,0,0,0
Czechia,8,0,0,16.67
Democratic Republic of Congo,0,0,0,0
Denmark,0,0,0,0
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,0,0,0,0
Ecuador,8,0,0,5.56
Egypt,0,0,0,0
El Salvador,8,0,0,19.44
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,0,0,0
Eswatini,8,0,0,8.33
Ethiopia,0,0,0,2.78
Fiji,8,0,0,19.44
Finland,8,0,0,13.89
France,8,0,0,11.11
Gabon,8,0,0,13.89
Gambia,8,0,0,5.56
Georgia,8,0,0,19.44
Germany,8,0,0,11.11
Ghana,0,0,0,2.78
Greece,0,0,0,0
Grenada,0,0,0,0
Guatemala,8,0,0,11.11
Guinea,8,0,0,11.11
Guinea-Bissau,0,0,0,0
Guyana,8,0,0,13.89
Haiti,0,0,0,2.78
Honduras,0,0,0,0
Hungary,0,0,0,0
Iceland,8,0,0,16.67
India,8,0,0,10.19
Indonesia,8,0,0,28.7
International,0,0,0,0
Iran,0,0,0,0
Iraq,0,0,0,0
Ireland,8,0,0,5.56
Israel,8,0,0,19.44
Italy,8,0,0,19.44
Jamaica,8,0,0,19.44
Japan,8,0.001,6.1,19.44
Jordan,0,0,0,0
Kazakhstan,8,0,0,8.33
Kenya,0,0,0,2.78
Kosovo,0,0,0,0
Kuwait,8,0,0,5.56
Kyrgyzstan,8,0,0,13.89
Laos,0,0,0,0
Latvia,0,0,0,2.78
Lebanon,0,0,0,2.78
Lesotho,0,0,0,0
Liberia,8,0,0,5.56
Libya,8,0,0,5.56
Liechtenstein,0,0,0,0
Lithuania,0,0,0,0
Luxembourg,0,0,0,0
Madagascar,0,0,0,0
Malawi,8,0,0,5.56
Malaysia,8,0,0,19.44
Maldives,0,0,0,0
Mali,0,0,0,0
Malta,0,0,0,0
Marshall Islands,0,0,0,0
Mauritania,8,0,0,5.56
Mauritius,0,0,0,0
Mexico,0,0.001,0,0
Moldova,8,0,0,5.56
Monaco,8,0,0,9.26
Mongolia,6,0,0,49.07
Montenegro,0,0,0,0
Morocco,0,0,0,0
Mozambique,8,0,0,8.33
Myanmar,0,0,0,2.78
Namibia,0,0,0,0
Nepal,8,0,0,16.67
Netherlands,0,0,0,0
New Zealand,8,0,0,19.44
Nicaragua,0,0,0,0
Niger,0,0,0,0
Nigeria,8,0,0,11.11
North Macedonia,0,0,0,0
Norway,8,0,0,11.11
Oman,8,0,0,19.44
Pakistan,8,0,0,11.11
Palestine,0,0,0,0
Panama,8,0,0,8.33
Papua New Guinea,8,0,0,13.89
Paraguay,8,0,0,5.56
Peru,0,0,0,0
Philippines,8,0,0,25
Poland,8,0,0,5.56
Portugal,8,0,0,11.11
Qatar,8,0,0,13.89
Romania,8,0,0,5.56
Russia,8,0,0,8.33
Rwanda,8,0,0,13.89
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,8,0,0,11.11
Senegal,0,0,0,0
Serbia,0,0,0,2.78
Seychelles,8,0,0,16.67
Sierra Leone,0,0,0,0
Singapore,8,0,0,25
Slovakia,0,0,0,2.78
Slovenia,0,0,0,0
Solomon Islands,8,0,0,8.33
Somalia,0,0,0,0
South Africa,0,0,0,2.78
South Korea,2,0.013,1455.3,31.48
South Sudan,0,0,0,0
Spain,8,0,0,11.11
Sri Lanka,8,0,0,8.33
Sudan,8,0,0,5.56
Suriname,0,0,0,0
Sweden,0,0,0,0
Switzerland,0,0.001,0,0
Syria,0,0,0,2.78
Taiwan,2,0.004,902.1,30.56
Tajikistan,8,0,0,11.11
Tanzania,0,0,0,2.78
Thailand,0,0.001,496.5,0
Timor,8,0,0,11.11
Togo,0,0,0,0
Trinidad and Tobago,8,0,0,11.11
Tunisia,0,0,0,0
Turkey,8,0,0,19.44
Uganda,8,0,0,16.67
Ukraine,0,0,0,0
United Arab Emirates,2,0,3153.8,2.78
United Kingdom,8,0,0,11.11
United States,8,0,0,5.56
Uruguay,0,0,0,0
Uzbekistan,8,0,0,11.11
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0,0,0
Vietnam,6,0.001,0,47.22
Yemen,0,0,0,0
Zambia,0,0,0,0
Zimbabwe,8,0,0,8.33
