country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,67.59
Albania,3,0,0,84.26
Algeria,3,0,0,86.57
Andorra,1,0,0,48.15
Angola,3,0,0,90.74
Antigua and Barbuda,0,0,0,0
Argentina,3,0.028,7.5,100
Armenia,0,0,0,0
Australia,4,0,34,73.15
Austria,4,4.033,13.3,81.48
Azerbaijan,3,0,0,88.89
Bahamas,0,0,0,0
Bahrain,4,0,38.4,78.7
Bangladesh,5,0.001,90.4,87.04
Barbados,3,0,0,73.15
Belarus,0,0,36.7,8.33
Belgium,3,0.525,3.7,81.48
Belize,3,0,0,75
Benin,1,0,0,70.83
Bhutan,3,0,0,83.33
Bolivia,3,0,6.6,84.26
Bosnia and Herzegovina,3,0,0,89.81
Botswana,3,0,0,86.11
Brazil,3,0,0,74.54
Brunei,1,0,0,52.78
Bulgaria,3,0,0,71.3
Burkina Faso,3,0,0,84.26
Burundi,0,0,0,13.89
Cambodia,1,0,0,57.41
Cameroon,1,0,0,57.41
Canada,4,0.443,15.5,74.54
Cape Verde,3,0,0,79.63
Central African Republic,1,0,0,68.52
Chad,1,0,0,33.33
Chile,4,0.14,11.6,73.15
China,3,0,0,73.61
Colombia,3,0.023,0,87.96
Comoros,0,0,0,0
Congo,3,0,0,97.22
Costa Rica,3,0.026,0,75
Cote d'Ivoire,3,0,0,80.56
Croatia,3,0.164,8,96.3
Cuba,4,0.071,18.7,66.67
Cyprus,3,0.688,0,92.59
Czechia,4,0.623,19.2,74.07
Democratic Republic of Congo,3,0,0,77.78
Denmark,4,0.993,13.2,72.22
Djibouti,3,0,0,94.44
Dominica,3,0,0,79.63
Dominican Republic,3,0.017,2.8,92.59
Ecuador,3,0.04,0,93.52
Egypt,3,0,0,84.26
El Salvador,3,0,0,88.89
Equatorial Guinea,0,0,0,0
Eritrea,3,0,0,93.52
Estonia,4,1.949,32.6,77.78
Eswatini,3,0,0,86.11
Ethiopia,4,0.001,28.8,68.52
Fiji,5,0.027,80.4,88.89
Finland,4,0.421,17.8,67.59
France,3,0,0,87.96
Gabon,1,0,0,66.67
Gambia,3,0,0,78.7
Georgia,3,0,0,100
Germany,3,0,0,76.85
Ghana,5,0,81.1,86.11
Greece,3,0.143,10.5,84.26
Grenada,0,0,0,0
Guatemala,3,0.003,16.5,93.52
Guinea,3,0,0,78.7
Guinea-Bissau,0,0,0,0
Guyana,1,0,0,57.41
Haiti,3,0,0,82.41
Honduras,3,0,0,100
Hungary,4,0.123,25.9,76.85
Iceland,1,3.707,16.6,53.7
India,3,0,11.9,100
Indonesia,1,0.002,3.6,50.93
International,0,0,0,0
Iran,1,0,0,57.41
Iraq,3,0,0,96.3
Ireland,3,0.4,6.9,85.19
Israel,3,1.181,12.9,85.19
Italy,3,0.658,6.4,91.67
Jamaica,4,0,13,78.7
Japan,1,0.037,8.6,40.74
Jordan,3,0,0,100
Kazakhstan,2,0.126,67.1,92.13
Kenya,4,0.012,22.2,87.04
Kosovo,3,0,0,92.59
Kuwait,3,0,0,81.48
Kyrgyzstan,3,0,0,92.13
Laos,3,0,0,96.3
Latvia,4,0.543,29.1,69.44
Lebanon,3,0,0,85.19
Lesotho,3,0,0,90.74
Liberia,3,0,0,79.63
Libya,3,0,0,90.74
Liechtenstein,0,0,0,0
Lithuania,4,0.919,31.7,81.48
Luxembourg,3,2.142,6.5,79.63
Madagascar,3,0,0,91.67
Malawi,1,0,0,52.78
Malaysia,4,0.056,19,73.15
Maldives,5,0.17,81.7,0
Mali,3,0,0,72.22
Malta,0,1.692,71.4,0
Marshall Islands,0,0,0,0
Mauritania,3,0.001,0,77.78
Mauritius,3,0,0,82.41
Mexico,3,0.013,10.4,82.41
Moldova,3,0,0,87.04
Monaco,3,0,0,85.19
Mongolia,1,0,0,62.96
Montenegro,0,0,0,0
Morocco,3,0.008,5.6,93.52
Mozambique,1,0.001,0,56.48
Myanmar,1,0,0,65.74
Namibia,1,0,0,66.67
Nepal,8,0.001,142.2,96.3
Netherlands,3,0,0,79.63
New Zealand,4,0.841,31,96.3
Nicaragua,0,0,0,15.74
Niger,1,0,0,61.11
Nigeria,3,0,0,82.87
North Macedonia,0,0.165,0,0
Norway,3,0.657,11.5,79.63
Oman,3,0,0,85.19
Pakistan,3,0.059,17.1,96.3
Palestine,3,0,0,96.3
Panama,3,0.141,4.1,79.63
Papua New Guinea,3,0,0,74.07
Paraguay,4,0.016,17.7,93.52
Peru,3,0.04,0,94.44
Philippines,3,0,0,100
Poland,3,0,0,81.48
Portugal,3,0.908,9.8,82.41
Qatar,4,0.498,31.4,86.11
Romania,3,0.097,7.3,87.04
Russia,8,0.268,129.8,87.04
Rwanda,3,0,0,90.74
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,3,0,0,83.33
Sao Tome and Principe,0,0,0,0
Saudi Arabia,2,0.221,54.6,89.81
Senegal,3,0.008,10,77.78
Serbia,3,0.094,4.5,100
Seychelles,1,0,0,52.78
Sierra Leone,1,0,0,57.41
Singapore,1,0,0,38.89
Slovakia,4,0.266,30.4,75
Slovenia,4,0.512,22.5,89.81
Solomon Islands,1,0,0,44.44
Somalia,1,0,0,52.78
South Africa,2,0.062,51.4,87.96
South Korea,5,0.174,86.1,75.93
South Sudan,3,0,0,73.15
Spain,3,0,0,85.19
Sri Lanka,4,0.012,27.7,100
Sudan,3,0,0,76.85
Suriname,3,0,0,71.3
Sweden,1,0,0,59.26
Switzerland,3,0.804,5.8,73.15
Syria,3,0,0,87.04
Taiwan,5,0.035,69,31.48
Tajikistan,0,0,0,19.44
Tanzania,1,0,0,47.22
Thailand,4,0.042,22.7,68.06
Timor,3,0,0,75
Togo,4,0.011,27.1,73.15
Trinidad and Tobago,3,0,0,79.63
Tunisia,3,0.051,14.3,90.74
Turkey,3,0.222,0,75.93
Uganda,3,0,0,93.52
Ukraine,3,0,0,88.89
United Arab Emirates,8,2.268,131.4,84.26
United Kingdom,3,0.198,0,79.63
United States,3,0.479,0,72.69
Uruguay,3,0.102,0,72.22
Uzbekistan,3,0,0,90.74
Vanuatu,3,0,0,83.33
Vatican,0,0,0,0
Venezuela,3,0,0,82.41
Vietnam,8,0,434.2,96.3
Yemen,1,0,0,38.89
Zambia,4,0.012,28.6,47.22
Zimbabwe,3,0,0,87.96
