country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,8,0,0,78.7
Albania,4,0,0,62.96
Algeria,8,0,0,74.07
Andorra,4,0,0,45.37
Angola,8,0,0,76.39
Antigua and Barbuda,5,0,0,0
Argentina,8,0.191,2.7,92.59
Armenia,5,0,0,0
Australia,6,2.009,261,75.46
Austria,7,0.913,79.3,35.19
Azerbaijan,8,0,0,96.3
Bahamas,5,0,0,0
Bahrain,3,5.172,18,69.44
Bangladesh,8,0.068,4.5,74.54
Barbados,4,0,0,57.41
Belarus,7,0,47.2,16.67
Belgium,7,0.802,123.8,50
Belize,8,0,0,69.44
Benin,4,0,0,41.67
Bhutan,8,0,0,71.3
Bolivia,8,0.231,1.7,84.26
Bosnia and Herzegovina,4,0,0,56.48
Botswana,4,0,0,57.41
Brazil,8,0,0,81.02
Brunei,4,0,0,49.07
Bulgaria,4,0.653,14.9,47.22
Burkina Faso,4,0,0,45.37
Burundi,5,0,0,13.89
Cambodia,4,0,0,38.89
Cameroon,4,0,0,60.19
Canada,7,1.081,136.7,67.13
Cape Verde,8,1.142,0,79.17
Central African Republic,4,0,0,64.81
Chad,8,0,0,67.59
Chile,8,0.956,5.4,87.5
China,8,0,0,78.24
Colombia,8,0.502,0,87.04
Comoros,5,0,0,0
Congo,8,0,0,73.15
Costa Rica,8,0.313,0,73.61
Cote d'Ivoire,4,0.086,6.4,63.43
Croatia,4,0.322,15,49.07
Cuba,1,0.274,431,66.67
Cyprus,2,1.996,811.6,50
Czechia,4,0.217,37.2,34.72
Democratic Republic of Congo,8,0.005,8.9,80.56
Denmark,2,1.666,853.3,54.63
Djibouti,4,0,0,59.26
Dominica,4,0,0,44.44
Dominican Republic,8,0.326,3.2,75
Ecuador,8,0.148,0,79.63
Egypt,4,0,0,60.19
El Salvador,8,0.379,9.2,89.81
Equatorial Guinea,5,0,0,0
Eritrea,8,0,0,89.81
Estonia,6,0.162,177.3,25.93
Eswatini,8,0,0,80.56
Ethiopia,8,0.04,16.1,80.56
Fiji,7,0.643,71.7,54.63
Finland,1,0.595,582.8,40.74
France,7,0.5,100,46.3
Gabon,8,0,0,66.67
Gambia,8,0,0,68.98
Georgia,4,0,0,57.41
Germany,4,0,0,55.09
Ghana,4,0.088,3.6,52.78
Greece,6,0.744,151.2,46.3
Grenada,5,0,0,0
Guatemala,8,0.102,3,96.3
Guinea,8,0,0,71.3
Guinea-Bissau,5,0,0,0
Guyana,8,0,0,77.31
Haiti,8,0,0,72.22
Honduras,8,0,0,96.3
Hungary,6,0.122,176.5,54.63
Iceland,6,0.185,326.3,39.81
India,8,0.205,10,77.78
Indonesia,4,0.046,6.8,62.5
International,5,0,0,0
Iran,4,0.293,10.3,52.31
Iraq,8,0.258,4.9,92.59
Ireland,1,1.808,453.5,38.89
Israel,3,2.365,20.6,75.93
Italy,6,0.76,212.9,58.33
Jamaica,7,0.086,69.5,64.81
Japan,4,0.042,24.2,25.93
Jordan,4,0,0,48.15
Kazakhstan,8,0,8.5,83.33
Kenya,8,0.026,10.7,81.48
Kosovo,4,0,0,54.63
Kuwait,8,0.584,5.6,83.33
Kyrgyzstan,8,0,0,76.39
Laos,5,0,0,20.37
Latvia,6,0.991,213.9,50
Lebanon,8,0,0,68.52
Lesotho,4,0,0,54.63
Liberia,8,0,0,73.15
Libya,8,0.181,14.4,90.74
Liechtenstein,5,0,0,0
Lithuania,1,0.612,498.7,31.48
Luxembourg,6,12.346,153,27.78
Madagascar,8,0,2.3,68.98
Malawi,4,0.029,5.9,60.19
Malaysia,2,0.192,971.4,50.93
Maldives,5,0.437,21.7,0
Mali,4,0,0,52.78
Malta,0,1.678,2611.9,0
Marshall Islands,5,0,0,0
Mauritania,4,0,11.9,29.63
Mauritius,5,0,0,16.67
Mexico,8,0.053,2,70.83
Moldova,8,0,0,77.78
Monaco,5,0,0,0
Mongolia,4,0,0,60.19
Montenegro,5,0,0,0
Morocco,7,0.42,67.5,64.81
Mozambique,3,0.035,39.7,80.56
Myanmar,1,0.031,566.9,80.56
Namibia,4,0,9.2,51.85
Nepal,3,0.125,27.1,92.59
Netherlands,4,0,0,39.81
New Zealand,2,0.357,1467.9,22.22
Nicaragua,5,0,0,22.22
Niger,5,0,0,25.93
Nigeria,8,0.013,7.9,71.76
North Macedonia,5,0.84,9.6,0
Norway,1,0.257,569.9,40.74
Oman,8,0.751,3,87.96
Pakistan,8,0.107,7,66.67
Palestine,8,0,0,83.33
Panama,8,0.674,2.4,83.33
Papua New Guinea,4,0,0,49.07
Paraguay,3,0.3,30.5,75.93
Peru,8,0.127,0,75.93
Philippines,8,0.225,11.9,80.56
Poland,7,0.865,79.7,39.81
Portugal,3,1.2,36.4,71.3
Qatar,8,1.475,8.2,80.56
