country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,6,0,0,28.7
Albania,5,0,0,54.63
Algeria,7,0,0,75.93
Andorra,5,0,0,53.7
Angola,7,0,0,75
Antigua and Barbuda,1,0,0,0
Argentina,7,0.541,2.1,87.96
Armenia,1,0,0,0
Australia,0,1.239,1416.2,75.46
Austria,8,1.616,21.6,37.04
Azerbaijan,7,0,0,70.37
Bahamas,1,0,0,0
Bahrain,5,6.722,14.4,63.89
Bangladesh,7,0.086,8.2,80.09
Barbados,6,0,0,35.19
Belarus,4,0,50,16.67
Belgium,8,3.887,24.9,52.78
Belize,7,0,0,72.22
Benin,8,0,0,47.22
Bhutan,7,0,0,83.8
Bolivia,7,0.137,3.6,84.26
Bosnia and Herzegovina,8,0,0,40.74
Botswana,5,0,0,58.33
Brazil,7,0,0,69.91
Brunei,6,0,0,35.19
Bulgaria,8,0.43,26.3,35.19
Burkina Faso,8,0,0,36.11
Burundi,6,0,0,14.81
Cambodia,8,0,0,37.04
Cameroon,5,0,0,52.78
Canada,4,1.813,59.7,60.65
Cape Verde,5,0.91,6.6,68.98
Central African Republic,5,0,0,56.48
Chad,7,0,0,76.85
Chile,7,0.7,17.1,81.94
China,7,0,0,71.76
Colombia,7,0.479,0,71.3
Comoros,1,0,0,0
Congo,5,0,0,62.04
Costa Rica,5,0.373,0,62.96
Cote d'Ivoire,8,0.021,34.9,36.11
Croatia,8,1.258,26.5,28.7
Cuba,4,0.646,127.7,86.11
Cyprus,3,3.093,234.6,53.7
Czechia,8,2.092,9.4,38.89
Democratic Republic of Congo,8,0.003,13.2,46.3
Denmark,4,9.775,108.4,50.93
Djibouti,8,0,0,50.93
Dominica,6,0,0,28.7
Dominican Republic,7,0,5.8,78.7
Ecuador,8,0.144,0,51.39
Egypt,5,0,0,62.96
El Salvador,5,0.529,23,61.11
Equatorial Guinea,1,0,0,0
Eritrea,7,0,0,86.11
Estonia,4,2.292,84.4,25.93
Eswatini,5,0,0,64.81
Ethiopia,7,0.059,12.2,77.78
Fiji,5,0.112,0,51.85
Finland,3,2.562,208.5,32.41
