country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,2,0,0,84.26
Albania,2,0,0,86.11
Algeria,0,0,0,76.85
Andorra,3,0,0,50
Angola,0,0,0,77.78
Antigua and Barbuda,6,0,0,0
Argentina,2,0.07,6.4,90.74
Armenia,6,0,0,0
Australia,7,1.021,2611.2,63.43
Austria,1,0.71,204.7,53.7
Azerbaijan,0,0,0,77.78
Bahamas,6,0,0,0
Bahrain,2,4.251,15.8,75
Bangladesh,0,0.072,4.8,62.96
Barbados,0,0,0,81.48
Belarus,6,1.538,14.5,16.67
Belgium,4,0.586,67.7,75
Belize,2,0,0,85.19
Benin,3,0,0,57.41
Bhutan,2,0,0,83.33
Bolivia,2,0.062,1.9,84.26
Bosnia and Herzegovina,0,0,0,65.74
Botswana,3,0,0,61.11
Brazil,0,0,0,81.02
Brunei,3,0,0,52.78
Bulgaria,4,0.087,84.3,44.44
Burkina Faso,3,0,0,60.19
Burundi,6,0,0,13.89
Cambodia,3,0,0,57.41
Cameroon,0,0,0,63.89
Canada,2,0.836,32.4,70.83
Cape Verde,0,0.223,0,79.17
Central African Republic,0,0,0,75.93
Chad,0,0,0,74.07
Chile,0,1,2.8,78.24
China,0,0,0,81.94
Colombia,2,0.237,0,87.04
Comoros,6,0,0,0
Congo,2,0,0,82.41
Costa Rica,0,0.101,0,72.22
Cote d'Ivoire,0,0.005,7.9,64.81
Croatia,7,0.064,2458,50.93
Cuba,4,0.156,110.9,100
Cyprus,7,1.96,1746.5,76.85
Czechia,4,0.2,125.9,45.37
Democratic Republic of Congo,0,0,0,80.56
Denmark,1,1.318,286.5,57.41
Djibouti,3,0,0,59.26
Dominica,0,0,0,72.22
Dominican Republic,2,0.166,5.6,87.04
Ecuador,2,0.043,0,86.11
Egypt,2,0,0,84.26
El Salvador,2,0.382,27.7,100
Equatorial Guinea,6,0,0,0
Eritrea,2,0,0,93.52
Estonia,1,0.651,198.8,50
Eswatini,2,0,0,84.26
Ethiopia,4,0.025,48.2,80.56
Fiji,0,0.068,0,78.7
Finland,4,0.234,62.1,48.15
France,4,0.13,71.4,75
Gabon,0,0,0,80.56
Gambia,0,0,0,77.78
Georgia,0,0,0,69.44
Germany,4,0,90.9,59.72
Ghana,3,0.045,12.8,56.48
Greece,5,0.211,681,62.04
Grenada,6,0,0,0
Guatemala,2,0.027,3.3,96.3
Guinea,0,0,0,78.7
Guinea-Bissau,6,0,0,0
Guyana,2,0,0,87.04
Haiti,2,0,0,89.81
Honduras,2,0,0,100
Hong Kong,3,0,0,52.78
Hungary,1,0.25,170.8,66.67
Iceland,5,0.047,1139.9,39.81
India,2,0.091,15.2,79.17
Indonesia,0,0.025,10.4,71.76
International,6,0,0,0
Iran,3,0.237,8.6,44.44
Iraq,2,0,20.7,92.59
Ireland,4,0.704,72.8,83.33
Israel,4,0.652,78.5,75
Italy,4,0.895,137.5,63.89
Jamaica,4,0.111,72.5,84.26
Japan,4,0.013,71.4,34.26
Jordan,0,0,0,77.78
Kazakhstan,4,1.31,66.9,83.8
Kenya,2,0,25.8,88.89
Kosovo,2,0,0,87.04
Kuwait,2,0.784,3.9,84.26
Kyrgyzstan,0,0,0,79.17
Laos,3,0,0,56.48
Latvia,5,0.476,527.6,61.11
Lebanon,0,0,0,74.07
Lesotho,0,0,0,62.04
Liberia,2,0,0,84.26
Libya,2,0.069,24.8,96.3
Liechtenstein,6,0,0,0
Lithuania,5,0.787,663.2,67.59
Luxembourg,1,0.307,380.5,47.22
Madagascar,0,0,9.9,70.37
Malawi,3,0.029,9.8,60.19
Malaysia,4,0.211,79.3,75
Maldives,6,1.291,13.3,0
Mali,3,0,0,56.48
Malta,5,1.343,1009.6,0
Marshall Islands,6,0,0,0
Mauritania,2,0,12.7,77.78
Mauritius,0,0,0,65.74
Mexico,2,0.03,2.5,82.41
Moldova,0,0,0,80.56
Monaco,0,0,0,68.52
Mongolia,0,0,0,71.3
Montenegro,6,0,0,0
Morocco,1,0.248,177.2,93.52
Mozambique,2,0.02,40.3,62.04
Myanmar,1,0.026,327.1,80.56
Namibia,1,0.053,216.8,66.67
Nepal,2,0.098,21.4,92.59
Netherlands,2,0,26.3,68.52
New Zealand,3,0.037,0,37.04
Nicaragua,6,0,0,18.52
Niger,3,0,0,33.33
Nigeria,2,0,7.7,84.26
North Macedonia,6,0.37,17.4,0
Norway,1,0.118,200.2,58.33
Oman,2,0,0,86.11
Pakistan,2,0.068,4.6,82.41
Palestine,0,0,0,80.56
Panama,2,0.341,3.6,89.81
Papua New Guinea,3,0,0,56.02
Paraguay,2,0.119,41.9,81.48
Peru,2,0.057,0,89.81
Philippines,2,0.082,14,77.78
Poland,4,0.383,54.6,64.81
Portugal,4,0.642,51.4,71.3
Qatar,2,1.416,2.6,83.33
Romania,4,0.695,59.6,75
Russia,2,1.919,32.2,78.24
Rwanda,1,0.084,223,73.15
Saint Kitts and Nevis,6,0,0,0
Saint Lucia,6,0,0,0
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,0,0,0,66.67
Sao Tome and Principe,6,0,0,0
Saudi Arabia,2,0.455,9.2,75.46
Senegal,0,0.061,12.1,72.22
Serbia,4,0.391,109,49.07
Seychelles,3,0,0,59.26
Sierra Leone,0,0,0,70.37
Singapore,2,0,21.1,81.48
Slovakia,5,0.05,1151.7,73.15
Slovenia,5,0.118,805.3,44.91
Solomon Islands,3,0,0,33.33
Somalia,3,0,0,48.15
South Africa,2,0.392,14,84.26
South Korea,1,0.213,294.4,55.09
South Sudan,2,0,0,85.19
Spain,4,0,81.7,68.06
Sri Lanka,2,0.066,21.4,76.85
Sudan,2,0,0,91.67
Suriname,0,0,0,77.78
Sweden,0,0,0,64.81
Switzerland,1,0.182,212.4,55.56
Syria,0,0,0,69.44
Taiwan,7,0.01,1440.6,25.93
Tajikistan,3,0,0,44.44
Tanzania,3,0,0,41.67
Thailand,7,0.069,1412.3,75
Timor,3,0,0,33.33
Togo,4,0.045,54.6,73.15
Trinidad and Tobago,1,0.013,216.8,87.04
Tunisia,1,0.024,155.6,79.63
Turkey,2,0.422,29.1,75.93
Uganda,0,0,0,80.56
Ukraine,2,0,24.8,83.33
United Arab Emirates,4,3.543,48.8,72.22
United Kingdom,4,1.109,58.7,69.44
United States,0,1.139,0,72.69
Uruguay,4,0.246,107.7,61.11
Uzbekistan,2,0,0,86.11
Vanuatu,0,0,0,66.67
Vatican,6,0,0,0
Venezuela,2,0,0,85.19
Vietnam,0,0,0,69.44
Yemen,3,0,0,58.33
Zambia,3,0,41.8,43.52
Zimbabwe,2,0.037,20.7,87.96
