country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,78.7
Albania,0,0,0,68.52
Algeria,0,0,0,65.74
Andorra,5,0,0,42.59
Angola,1,0,0,75.93
Antigua and Barbuda,8,0,0,0
Argentina,1,0.196,3.4,88.89
Armenia,8,0,0,0
Australia,3,1.58,809.9,52.31
Austria,6,0.708,112.5,47.22
Azerbaijan,1,0,0,96.3
Bahamas,8,0,0,0
Bahrain,1,5.059,14.9,75
Bangladesh,1,0.112,4.7,74.54
Barbados,0,0,0,66.67
Belarus,5,0,44,16.67
Belgium,2,1.386,151.4,51.85
Belize,0,0,0,73.15
Benin,5,0,0,41.67
Bhutan,1,0,0,83.33
Bolivia,1,0.188,1.8,84.26
Bosnia and Herzegovina,0,0,0,51.85
Botswana,0,0,0,57.41
Brazil,1,0,0,77.31
Brunei,5,0,0,49.07
Bulgaria,5,0.651,21.2,36.11
Burkina Faso,5,0,0,45.37
Burundi,8,0,0,13.89
Cambodia,5,0,0,40.74
Cameroon,0,0,0,60.19
Canada,6,1.284,123.3,68.98
Cape Verde,1,0.46,0,79.17
Central African Republic,0,0,0,64.81
Chad,0,0,0,67.59
Chile,1,0.698,4,78.24
China,1,0,0,78.24
Colombia,1,0.34,0,87.04
Comoros,8,0,0,0
Congo,0,0,0,73.15
Costa Rica,0,0.117,0,73.61
Cote d'Ivoire,0,0.076,5.4,66.2
Croatia,5,0.224,14.6,54.63
Cuba,3,0.201,681.4,86.11
Cyprus,3,1.507,1071.7,50
Czechia,5,0.412,20.5,37.5
Democratic Republic of Congo,1,0.008,5.7,80.56
Denmark,3,3.088,523.1,57.41
Djibouti,0,0,0,59.26
Dominica,5,0,0,44.44
Dominican Republic,1,0.296,4.4,83.33
Ecuador,1,0.117,0,79.63
Egypt,0,0,0,71.3
El Salvador,1,0.378,11.9,89.81
Equatorial Guinea,8,0,0,0
Eritrea,1,0,0,93.52
Estonia,3,0.626,640,28.7
Eswatini,1,0,0,84.26
Ethiopia,1,0.029,30.6,80.56
Fiji,0,0.05,0,58.33
Finland,2,0.511,241.5,35.19
France,6,0.915,76.9,51.85
Gabon,0,0,0,69.44
Gambia,0,0,0,68.98
Georgia,0,0,0,58.33
Germany,0,0,0,63.43
Ghana,5,0,6.5,52.78
Greece,2,0.421,201.8,40.74
Grenada,8,0,0,0
Guatemala,1,0.157,3.4,96.3
Guinea,0,0,0,71.3
Guinea-Bissau,8,0,0,0
Guyana,1,0,0,79.63
Haiti,0,0,0,72.22
Honduras,1,0,0,96.3
Hong Kong,5,0,0,41.67
Hungary,2,0.11,335.1,54.63
Iceland,2,2.133,227.1,39.81
India,1,0.152,11.4,76.39
Indonesia,5,0.043,8.9,54.17
International,8,0,0,0
Iran,5,0,10.8,41.67
Iraq,1,0.309,5.4,92.59
Ireland,2,0.93,299.8,38.89
Israel,1,2.408,30.7,69.44
Italy,2,0.798,192.7,55.56
Jamaica,6,0.11,89,64.81
Japan,5,0.037,39.9,25.93
Jordan,5,0,0,48.15
Kazakhstan,1,0.815,39.6,81.02
Kenya,1,0.045,16.5,84.26
Kosovo,0,0,0,59.26
Kuwait,1,0.947,5,85.19
Kyrgyzstan,1,0,0,76.39
Laos,5,0,0,37.04
Latvia,7,1.092,1486,50
Lebanon,0,0,0,74.07
Lesotho,0,0,0,54.63
Liberia,1,0,0,75.93
Libya,1,0.07,29.4,94.44
Liechtenstein,8,0,0,0
Lithuania,7,1.873,1741,31.48
Luxembourg,2,12.355,234.8,27.78
Madagascar,0,0,5.8,68.98
Malawi,0,0.027,6.7,60.19
Malaysia,7,0.273,1457,50.93
Maldives,8,1.846,51.5,0
Mali,0,0,0,52.78
Malta,3,2.571,1144.3,0
Marshall Islands,8,0,0,0
Mauritania,1,0,8.9,77.78
Mauritius,5,0,0,33.33
Mexico,0,0.11,2.3,70.83
Moldova,1,0,0,80.56
Monaco,8,0,0,0
Mongolia,0,0,0,71.3
Montenegro,8,0,0,0
Morocco,6,0.498,48.4,64.81
Mozambique,1,0.006,34.4,80.56
Myanmar,7,0.027,1630,80.56
Namibia,5,0,11.9,51.85
Nepal,1,0.162,12.1,92.59
Netherlands,0,0,0,59.26
New Zealand,4,0.981,3690.2,22.22
Nicaragua,8,0,0,18.52
Niger,5,0,0,25.93
Nigeria,1,0.009,3.9,80.09
