country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,38.89
Albania,0,0,0,81.48
Algeria,1,0,0,38.89
Andorra,1,0,0,31.48
Angola,4,0,0,8.33
Antigua and Barbuda,6,0,0,0
Argentina,1,0.003,10.2,41.67
Armenia,6,0,0,0
Australia,1,0,0,30.56
Austria,0,0.199,4.6,81.48
Azerbaijan,5,0,0,52.78
Bahamas,6,0,0,0
Bahrain,2,0.836,44.1,30.56
Bangladesh,1,0,31,33.33
Barbados,1,0,0,38.89
Belarus,3,0,276.6,8.33
Belgium,5,0.195,13,50.93
Belize,1,0,0,38.89
Benin,4,0,0,27.78
Bhutan,1,0,0,31.48
Bolivia,0,0,0,84.26
Bosnia and Herzegovina,0,0,0,70.83
Botswana,1,0,0,44.44
Brazil,5,0,0,57.87
Brunei,5,0,0,50
Bulgaria,5,0,0,56.48
Burkina Faso,1,0,0,33.33
Burundi,4,0,0,11.11
Cambodia,5,0,0,46.3
Cameroon,6,0,0,2.78
Canada,1,0.171,0,43.52
Cape Verde,1,0,0,30.56
Central African Republic,4,0,0,11.11
Chad,4,0,0,16.67
Chile,5,0,0,47.22
China,0,0,0,79.17
Colombia,5,0.006,0,50.93
Comoros,6,0,0,0
Congo,4,0,0,11.11
Costa Rica,5,0.022,0,62.96
Cote d'Ivoire,1,0,0,30.56
Croatia,1,0.056,14.5,41.67
Cuba,4,0,0,13.89
Cyprus,5,0,0,51.85
Czechia,0,0.121,18.2,79.63
Democratic Republic of Congo,4,0,0,11.11
Denmark,5,0.164,7.3,65.74
Djibouti,6,0,0,0
Dominica,6,0,0,0
Dominican Republic,1,0,0,34.26
Ecuador,0,0,0,93.52
Egypt,4,0,0,18.52
El Salvador,5,0,0,51.85
Equatorial Guinea,6,0,0,0
Eritrea,4,0,0,22.22
Estonia,5,0.148,7.5,50
Eswatini,5,0,0,55.56
Ethiopia,1,0,0,35.19
Fiji,1,0.006,0,30.56
Finland,5,0.205,14.8,57.41
France,0,0,0,87.96
Gabon,1,0,0,44.44
Gambia,4,0,0,11.11
Georgia,5,0,0,52.78
Germany,1,0,0,42.13
Ghana,5,0,0,50
Greece,5,0,11.2,54.63
Grenada,6,0,0,0
