country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,16.67
Albania,2,0,0,54.63
Algeria,7,0,0,75
Andorra,2,0,0,62.96
Angola,6,0,0,65.74
Antigua and Barbuda,3,0,0,0
Argentina,7,0.577,1.9,80.09
Armenia,3,0,0,0
Australia,1,1.223,1967.6,65.28
Austria,6,2.578,9.2,60.19
Azerbaijan,6,0,0,64.35
Bahamas,3,0,0,0
Bahrain,5,11.543,35,63.89
Bangladesh,7,0.067,8.9,80.09
Barbados,8,0,0,29.63
Belarus,3,0,28.5,16.67
Belgium,2,4.328,4.5,54.63
Belize,6,0,0,66.67
Benin,8,0,0,43.52
Bhutan,7,0,0,77.78
Bolivia,7,0.061,6.1,84.26
Bosnia and Herzegovina,8,0,0,40.74
Botswana,6,0,0,63.89
Brazil,2,0,0,57.87
Brunei,8,0,0,35.19
Bulgaria,8,0.325,5.5,39.35
Burkina Faso,8,0,0,22.22
Burundi,3,0,0,14.81
Cambodia,8,0,0,34.26
Cameroon,8,0,0,45.37
Canada,5,1.256,22.3,60.65
Cape Verde,6,0.597,5.9,71.3
Central African Republic,8,0,0,31.48
Chad,7,0,0,74.07
Chile,5,1.979,22.1,81.94
China,7,0,0,81.94
Colombia,6,0.591,0,65.74
Comoros,3,0,0,0
Congo,2,0,0,47.22
Costa Rica,2,0,0,58.33
Cote d'Ivoire,0,0.026,48.9,30.56
Croatia,8,0.968,4.4,31.48
Cuba,0,0.697,152.7,64.81
Cyprus,5,2.609,27.1,63.89
Czechia,6,3.324,3.2,73.15
Democratic Republic of Congo,2,0.001,0,49.07
Denmark,0,11.383,63.8,39.81
Djibouti,8,0,0,43.52
Dominica,8,0,0,31.48
Dominican Republic,6,0.162,7.8,67.59
Ecuador,2,0.081,0,52.78
Egypt,7,0,0,75.93
El Salvador,2,0.378,13.7,52.78
Equatorial Guinea,3,0,0,0
Eritrea,7,0,0,77.78
Estonia,0,1.97,45.7,25.93
Eswatini,2,0,0,48.15
Ethiopia,6,0.04,11.8,58.33
Fiji,4,0,482.5,49.07
Finland,0,2.147,69.7,36.57
