country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,27.78
Albania,0,0,0,8.33
Algeria,0,0,0,5.56
Andorra,1,0,0,0
Angola,0,0,0,8.33
Antigua and Barbuda,1,0,0,0
Argentina,6,0,5.2,11.11
Armenia,1,0,0,0
Australia,2,0,0,19.44
Austria,5,0.034,38,11.11
Azerbaijan,3,0,0,30.56
Bahamas,1,0,0,0
Bahrain,3,0,0,30.56
Bangladesh,6,0,0,13.89
Barbados,2,0,0,16.67
Belarus,1,0,0,0
Belgium,6,0.041,0,13.89
Belize,6,0,0,11.11
Benin,6,0,0,13.89
Bhutan,3,0,0,31.48
Bolivia,7,0,0,62.04
Bosnia and Herzegovina,6,0,0,11.11
Botswana,6,0,0,13.89
Brazil,6,0,0,11.11
Brunei,2,0,0,19.44
Bulgaria,2,0,0,21.3
Burkina Faso,1,0,0,0
Burundi,6,0,0,11.11
Cambodia,2,0,0,19.44
Cameroon,1,0,0,0
Canada,0,0,0,2.78
Cape Verde,2,0,0,19.44
Central African Republic,1,0,0,0
Chad,6,0,0,11.11
Chile,1,0,0,0
China,7,0,0,81.02
Colombia,6,0.001,0,12.04
Comoros,1,0,0,0
Congo,0,0,0,5.56
Costa Rica,6,0,0,11.11
Cote d'Ivoire,1,0,0,0
Croatia,6,0.004,0,13.89
Cuba,6,0,0,13.89
Cyprus,6,0,0,11.11
Czechia,5,0.018,31,19.44
Democratic Republic of Congo,0,0,0,5.56
Denmark,5,0.019,29.7,25.93
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,6,0,0,11.11
Ecuador,0,0,0,8.33
Egypt,1,0,0,0
El Salvador,2,0,0,19.44
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,5,0.022,26.4,0
Eswatini,6,0,0,13.89
Ethiopia,0,0,0,2.78
Fiji,2,0,0,19.44
Finland,5,0.004,32.1,19.44
France,3,0,0,43.98
Gabon,6,0,0,13.89
Gambia,6,0,0,11.11
Georgia,3,0,0,41.67
Germany,2,0,0,25
Ghana,0,0,0,2.78
Greece,3,0,0,28.7
Grenada,1,0,0,0
Guatemala,2,0,0,25
Guinea,6,0,0,13.89
Guinea-Bissau,1,0,0,0
Guyana,6,0,0,13.89
Haiti,0,0,0,8.33
Honduras,6,0,0,11.11
Hungary,6,0.005,0,11.11
Iceland,2,0.17,7.6,16.67
India,3,0,0,26.85
Indonesia,3,0,0,37.04
International,1,0,0,0
Iran,3,0,0,42.59
Iraq,7,0,0,52.78
Ireland,6,0,0,11.11
Israel,5,0.039,36.7,33.33
Italy,7,0.094,4.9,74.54
Jamaica,2,0,0,19.44
Japan,3,0.001,25.6,43.52
Jordan,6,0,0,11.11
Kazakhstan,0,0,0,8.33
Kenya,6,0,0,13.89
Kosovo,1,0,0,0
Kuwait,3,0,0,36.11
Kyrgyzstan,2,0,0,22.22
Laos,1,0,0,0
Latvia,4,0.007,202.8,8.33
Lebanon,3,0,0,37.96
Lesotho,6,0,0,11.11
Liberia,0,0,0,5.56
Libya,0,0,0,5.56
Liechtenstein,1,0,0,0
Lithuania,6,0,0,11.11
Luxembourg,5,0.01,21,11.11
Madagascar,1,0,0,0
Malawi,6,0,0,11.11
Malaysia,2,0,11.6,22.22
Maldives,1,0,0,0
Mali,1,0,0,0
Malta,5,0.222,88.6,0
Marshall Islands,1,0,0,0
Mauritania,0,0,0,5.56
Mauritius,1,0,0,0
Mexico,8,0.001,688.8,2.78
Moldova,0,0,0,8.33
Monaco,3,0,0,27.78
Mongolia,7,0,0,57.41
Montenegro,1,0,0,0
Morocco,0,0,17.5,5.56
Mozambique,0,0,0,8.33
Myanmar,0,0,0,2.78
Namibia,0,0,0,2.78
Nepal,2,0,0,22.22
Netherlands,1,0,0,1.85
New Zealand,2,0.009,0,19.44
Nicaragua,0,0,0,8.33
Niger,1,0,0,0
Nigeria,6,0,0,11.11
North Macedonia,1,0,0,0
Norway,6,0.058,18.2,11.11
Oman,2,0,0,19.44
Pakistan,3,0,0,28.7
Palestine,7,0,0,74.07
Panama,0,0,0,8.33
Papua New Guinea,6,0,0,13.89
Paraguay,0,0,0,5.56
Peru,6,0.002,0,13.89
Philippines,2,0,0,25
Poland,6,0,0,11.11
Portugal,6,0.008,0,11.11
Qatar,6,0,0,13.89
Romania,2,0,0,16.67
Russia,2,0.029,0,22.22
Rwanda,6,0,0,13.89
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,3,0,0,33.33
Sao Tome and Principe,1,0,0,0
Saudi Arabia,6,0.057,0,11.11
Senegal,1,0,3.5,0
Serbia,5,0.004,55.9,13.89
Seychelles,2,0,0,16.67
Sierra Leone,1,0,0,0
Singapore,2,0,0,25
Slovakia,2,0.012,0,16.67
Slovenia,2,0,0,16.67
Solomon Islands,0,0,0,8.33
Somalia,1,0,0,0
South Africa,5,0.001,97.9,13.89
South Korea,7,0.262,23.8,55.56
South Sudan,0,0,0,5.56
Spain,6,0,0,11.11
Sri Lanka,6,0,0,11.11
Sudan,0,0,0,5.56
Suriname,1,0,0,0
Sweden,1,0,0,0
