country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,7,0,0,84.26
Albania,7,0,0,86.11
Algeria,3,0,0,76.85
Andorra,5,0,0,50
Angola,3,0,0,77.78
Antigua and Barbuda,2,0,0,0
Argentina,7,0.109,6.2,90.74
Armenia,2,0,0,0
Australia,4,1.142,3282.3,65.28
Austria,0,0.962,189,59.26
Azerbaijan,3,0,0,77.78
Bahamas,2,0,0,0
Bahrain,6,3.965,18.9,75
Bangladesh,7,0.057,5.2,93.52
Barbados,7,0,0,81.48
Belarus,2,0,14.9,16.67
Belgium,1,1.129,53.7,75
Belize,7,0,0,85.19
Benin,5,0,0,57.41
Bhutan,7,0,0,83.33
Bolivia,7,0.096,2.2,84.26
Bosnia and Herzegovina,3,0,0,71.3
Botswana,5,0,0,61.11
Brazil,7,0,0,81.02
Brunei,5,0,0,52.78
Bulgaria,1,0.183,53,56.48
Burkina Faso,5,0,0,60.19
Burundi,2,0,0,13.89
Cambodia,5,0,0,57.41
Cameroon,3,0,0,63.89
Canada,6,1.439,28.4,70.83
Cape Verde,7,0.415,0,79.17
Central African Republic,3,0,0,75.93
Chad,3,0,0,74.07
Chile,3,0.819,2.9,78.24
China,7,0,0,81.94
Colombia,7,0.239,0,87.04
Comoros,2,0,0,0
Congo,7,0,0,82.41
Costa Rica,3,0.073,0,72.22
Cote d'Ivoire,3,0.019,14.6,64.81
Croatia,8,0.202,828.5,50.93
Cuba,0,0.12,136,100
Cyprus,8,2.971,884.5,76.85
Czechia,1,0.561,114.7,45.37
Democratic Republic of Congo,7,0.004,0,80.56
Denmark,0,2.273,277,57.41
Djibouti,5,0,0,59.26
Dominica,3,0,0,72.22
Dominican Republic,7,0.214,5.6,87.04
Ecuador,7,0.044,0,86.11
Egypt,7,0,0,84.26
El Salvador,6,0.371,30.7,100
Equatorial Guinea,2,0,0,0
Eritrea,7,0,0,93.52
Estonia,0,0.92,170.5,50
Eswatini,7,0,0,84.26
Ethiopia,1,0.043,62.6,80.56
Fiji,3,0.087,0,78.7
Finland,1,0.538,71,53.7
France,1,0.685,66.7,75
Gabon,7,0,0,80.56
Gambia,3,0,0,77.78
Georgia,7,0,0,84.26
Germany,5,0,0,59.72
Ghana,5,0.106,17.3,56.48
Greece,8,0.405,498,68.52
Grenada,2,0,0,0
Guatemala,7,0.045,3.4,96.3
Guinea,3,0,0,78.7
Guinea-Bissau,2,0,0,0
Guyana,7,0,0,87.04
Haiti,7,0,0,89.81
Honduras,7,0,0,100
Hungary,0,0.419,151.4,66.67
Iceland,8,1.026,1097.9,39.81
India,6,0.087,15.8,79.17
Indonesia,3,0.021,9.1,71.76
International,2,0,0,0
Iran,5,0,9,44.44
Iraq,6,0,25.8,92.59
Ireland,1,0.772,61,83.33
Israel,0,0.618,149.4,75
Italy,1,1.255,118,63.89
Jamaica,1,0.068,66.4,87.04
Japan,1,0.031,89.5,34.26
Jordan,3,0,0,77.78
Kazakhstan,1,1.327,61.4,83.8
Kenya,6,0.053,34.7,88.89
Kosovo,7,0,0,87.04
Kuwait,7,0.795,3.9,100
Kyrgyzstan,7,0,0,79.17
Laos,5,0,0,56.48
Latvia,0,1.034,302.4,61.11
Lebanon,3,0,0,77.78
Lesotho,5,0,0,62.04
Liberia,7,0,0,84.26
Libya,6,0.039,46.9,96.3
Liechtenstein,2,0,0,0
Lithuania,8,2.431,528.4,71.3
Luxembourg,0,3.195,285.2,47.22
Madagascar,3,0.006,7,70.37
Malawi,5,0.018,14.5,60.19
Malaysia,1,0,86.1,75
Maldives,2,1.474,16.1,0
Mali,5,0,0,56.48
Malta,8,2.7,526.6,0
Marshall Islands,2,0,0,0
Mauritania,6,0.062,16.2,77.78
Mauritius,3,0,0,78.7
Mexico,7,0.069,2.5,82.41
Moldova,7,0,0,80.56
Monaco,3,0,0,68.52
Mongolia,3,0,0,71.3
Montenegro,2,0,0,0
Morocco,0,0.257,155.5,93.52
Mozambique,1,0.016,38.8,56.48
Myanmar,8,0.019,831,80.56
Namibia,0,0.067,171.6,66.67
Nepal,6,0.091,37.9,92.59
Netherlands,3,0,0,68.52
New Zealand,5,0.633,0,39.81
Nicaragua,2,0,0,18.52
Niger,5,0,0,33.33
Nigeria,7,0.007,5.2,84.26
North Macedonia,2,0.269,20.7,0
Norway,0,0.513,184.9,58.33
Oman,7,0,0,86.11
Pakistan,7,0.039,5.9,82.41
Palestine,7,0,0,80.56
Panama,7,0.29,4.4,89.81
Papua New Guinea,5,0,0,56.02
Paraguay,1,0.093,85,81.48
Peru,7,0.14,0,89.81
Philippines,6,0.085,24.3,96.3
Poland,1,0.527,50,79.63
Portugal,1,1.664,55.2,71.3
Qatar,7,2.032,2.6,83.33
Romania,1,0.646,56,75
Russia,6,2.047,30.5,78.24
Rwanda,0,0.136,340.3,73.15
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,3,0,0,66.67
Sao Tome and Principe,2,0,0,0
Saudi Arabia,7,0.482,8,91.67
Senegal,3,0.059,12.3,72.22
Serbia,1,0.666,79.3,49.07
Seychelles,5,0,0,59.26
Sierra Leone,3,0,0,70.37
Singapore,6,0,15.9,81.48
Slovakia,8,0.338,724.2,73.15
Slovenia,8,0.34,834.7,44.91
Solomon Islands,5,0,0,33.33
Somalia,5,0,0,60.19
South Africa,6,0.349,15.8,84.26
South Korea,0,0.282,291.1,39.81
South Sudan,3,0,0,73.15
Spain,1,0,64.6,68.06
Sri Lanka,6,0.08,24.7,76.85
Sudan,7,0,0,87.04
Suriname,3,0,0,72.22
Sweden,3,0,0,64.81
Switzerland,0,0.484,261.2,58.33
Syria,3,0,0,69.44
Taiwan,4,0.007,1412.6,25.93
Tajikistan,5,0,0,44.44
Tanzania,5,0,0,41.67
Thailand,4,0.132,2019.2,75
Timor,5,0,0,33.33
Togo,1,0.081,57.8,73.15
Trinidad and Tobago,7,0.031,0,87.04
Tunisia,0,0.06,192.5,79.63
Turkey,6,0.398,26.7,75.93
Uganda,7,0,0,80.56
Ukraine,6,0.234,24.2,83.33
United Arab Emirates,1,4.31,44.4,72.22
United Kingdom,1,1.247,48.8,71.3
United States,3,1.606,0,72.69
Uruguay,1,0.219,81.6,61.11
Uzbekistan,7,0,0,86.11
Vanuatu,3,0,0,66.67
Vatican,2,0,0,0
Venezuela,7,0,0,85.19
Vietnam,3,0,0,69.44
Yemen,5,0,0,58.33
Zambia,5,0,29.5,43.52
Zimbabwe,6,0.013,13.9,87.96
