country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,6,0.565,0,4.984
Albania,4,0.695,0,25.714
Algeria,5,0.205,0,10.832
Andorra,0,0,0,0
Angola,0,0.061,0,1.217
Antigua and Barbuda,0,0,0,0
Argentina,1,1.372,0,65.913
Armenia,2,4.05,0,117.777
Australia,6,0,0,5.137
Austria,6,0,1.11,6.218
Azerbaijan,1,0.69,0,52.963
Bahamas,0,0,0,0
Bahrain,3,0,0,293.844
Bangladesh,5,0.334,0,18.38
Barbados,0,0,0,0
Belarus,4,0.741,0,21.06
Belgium,0,0,2.761,0
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,2,4.626,0,88.752
Bosnia and Herzegovina,1,2.438,0,49.683
Botswana,0,0,0,0
Brazil,3,5.9,0,213.14
Brunei,0,0,0,0
Bulgaria,4,0.576,4.605,27.056
Burkina Faso,0,0,0,0.144
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,2,1.733,0,87.547
Canada,6,0.45,0,5.511
Cape Verde,1,1.799,0,64.75
Central African Republic,6,0,0,7.868
Chad,0,0,0,0.061
Chile,2,2.616,0,128.791
China,0,0,0,0.019
Colombia,2,2.928,0,82.798
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,1,0,0,48.095
Cote d'Ivoire,6,0.038,0,8.643
Croatia,5,0,0,12.667
Cuba,0,0,0,1.324
Cyprus,0,0,0,1.142
Czechia,5,0.093,1.027,11.112
Democratic Republic of Congo,0,0,0,0
Denmark,0,0.345,0.863,1.726
Djibouti,1,0,0,56.68
Dominica,0,0,0,0
Dominican Republic,4,1.567,0,27.839
Ecuador,1,2.947,0,49.028
Egypt,5,0.655,0,10.329
El Salvador,1,0.925,0,43.169
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,0,0.754,0.754
Eswatini,4,0.862,0,38.788
Ethiopia,0,0,0,0
Fiji,0,0,0,0
Finland,0,0,0,0.902
France,6,0.199,7.829,7.277
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,0,0,0,1.253
Germany,6,0.119,0,3.33
Ghana,4,0,0,28.674
Greece,0,0.096,0,2.59
Grenada,0,0,0,0
Guatemala,1,1.284,0,45.491
Guinea,0,0,0,1.98
Guinea-Bissau,0,0,0,0
Guyana,5,1.271,0,13.985
Haiti,6,0.351,0,5.35
Honduras,2,2.12,0,77.035
Hungary,0,0,0,1.656
Iceland,0,0,0,2.93
India,5,0.35,0,16.488
