country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,0,0.154,0,3.391
Albania,5,3.127,0,111.544
Algeria,0,0.16,0,6.887
Andorra,4,0,0,815.376
Angola,0,0.091,0,5.872
Antigua and Barbuda,0,0,0,0
Argentina,1,10.687,0,212.365
Armenia,6,9.449,0,402.938
Australia,0,0,0,0.353
Austria,6,3.22,37.307,459.118
Azerbaijan,3,1.282,0,58.782
Bahamas,3,5.086,0,53.401
Bahrain,5,0.588,0,123.414
Bangladesh,0,0.152,0,10.541
Barbados,0,0,0,3.48
Belarus,5,0.423,0,99.584
Belgium,6,10.44,112.342,546.783
Belize,5,0,0,118.203
Benin,0,0,0,0
Bhutan,0,0,0,2.592
Bolivia,0,0.857,0,2.913
Bosnia and Herzegovina,1,9.754,0,232.869
Botswana,0,0,0,0
Brazil,3,0.842,0,39.994
Brunei,0,0,0,0
Bulgaria,1,7.34,25.905,349.287
Burkina Faso,0,0,0,0.813
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,3,0.848,0,93.503
Cape Verde,3,0,0,61.152
Central African Republic,0,0,0,0
Chad,0,0,0,0.061
Chile,3,2.877,0,66.75
China,0,0,0,0.038
Colombia,5,2.712,0,195.252
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,1,3.73,0,252.448
Cote d'Ivoire,0,0,0,1.403
Croatia,1,7.795,0,283.782
Cuba,0,0.088,0,3.09
Cyprus,1,1.142,0,224.912
Czechia,4,21.01,105.892,863.948
Democratic Republic of Congo,0,0,0,0.246
Denmark,5,0.173,3.971,162.632
Djibouti,0,0,0,10.121
Dominica,0,0,0,0
Dominican Republic,0,0.092,0,23.876
Ecuador,0,0.453,0,20.858
Egypt,0,0.127,0,1.847
El Salvador,0,0.617,0,0
Equatorial Guinea,0,0,0,0.713
Eritrea,0,0,0,4.794
Estonia,3,0,3.015,45.984
Eswatini,0,0,0,3.448
Ethiopia,0,0.096,0,3.123
Fiji,0,0,0,0
Finland,0,0.18,2.346,19.673
France,4,6.557,57.006,820.271
Gabon,0,0,0,7.189
Gambia,0,0,0,0
Georgia,6,1.755,0,464.256
Germany,1,1.862,0,301.394
Ghana,0,0,0,2.446
Greece,5,0.672,0,110.428
Grenada,0,0,0,8.887
Guatemala,0,0,0,0
Guinea,0,0,0,1.371
Guinea-Bissau,0,0,0,0
Guyana,3,2.543,0,38.141
Haiti,0,0,0,0
Honduras,0,1.313,0,19.486
Hungary,1,7.246,0,370.691
Iceland,5,0,0,120.147
India,0,0.355,0,27.761
Indonesia,0,0.369,0,9.571
International,0,0,0,0
Iran,5,5.239,0,98.687
Iraq,3,1.268,0,84.853
Ireland,5,0.405,8.911,151.485
Israel,3,1.849,0,91.04
Italy,1,3.854,33.443,368.05
Jamaica,3,0.675,0,42.551
Japan,0,0.087,0,3.858
Jordan,6,4.606,0,575.999
Kazakhstan,0,0,0,25.723
Kenya,0,0.26,0,13.464
Kosovo,6,5.174,0,440.3
Kuwait,5,0.937,0,177.728
Kyrgyzstan,5,1.686,0,153.429
Laos,0,0,0,0
Latvia,3,1.59,0,69.982
Lebanon,5,1.319,0,158.232
Lesotho,0,0,0,3.734
Liberia,0,0,0,1.977
Libya,5,1.31,0,125.45
Liechtenstein,4,0,0,1232.399
Lithuania,1,1.469,0,307.462
Luxembourg,2,12.78,46.328,3142.293
Madagascar,0,0,0,0
Malawi,0,0,0,0.052
Malaysia,0,0.062,0,25.768
Maldives,3,0,0,66.6
Mali,0,0,0,0.395
Malta,6,4.53,0,493.728
Marshall Islands,0,0,0,0
Mauritania,0,0,0,0
Mauritius,0,0,0,3.932
Mexico,0,1.59,0,29.186
Moldova,3,4.462,0,48.34
Monaco,1,0,0,229.334
Mongolia,0,0,0,0.305
Montenegro,4,11.145,0,789.731
Morocco,3,1.734,0,68.436
Mozambique,0,0.032,0,4.543
Myanmar,0,0.441,0,22.092
Namibia,0,0,0,9.445
Nepal,5,0.824,0,100.663
Netherlands,6,1.692,38.343,485.093
New Zealand,0,0,0,1.037
Nicaragua,0,0,0,0
Niger,0,0,0,0.041
Nigeria,0,0.005,0,0.349
North Macedonia,1,10.08,0,269.274
Norway,5,0,0,129.86
Oman,3,1.958,0,81.855
Pakistan,0,0.063,0,5.283
Palestine,5,0.784,0,140.157
Panama,5,3.245,0,134.19
Papua New Guinea,0,0,0,0.112
Paraguay,3,1.542,0,59.586
Peru,0,0,0,0
Philippines,0,0.283,0,20.87
Poland,6,2.431,0,411.609
Portugal,1,4.511,28.833,245.766
Qatar,3,0,0,68.378
Romania,1,4.47,47.615,210.056
Russia,5,1.631,0,123.46
Rwanda,0,0,0,0.695
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,0,0.488,0,10.944
Senegal,0,0,0,0.418
Serbia,5,1.029,0,117.862
Seychelles,0,0,0,0
Sierra Leone,0,0,0,0
Singapore,0,0,0,0.171
Slovakia,1,0,0,344.894
Slovenia,1,12.025,67.342,267.926
Solomon Islands,0,0,0,7.279
Somalia,0,0,0,0
South Africa,0,0.91,0,13.017
South Korea,0,0.078,0,1.463
South Sudan,0,0,0,0
Spain,4,8.106,56.679,1176.757
Sri Lanka,0,0,0,12.843
Sudan,0,0,0,1.072
Suriname,0,0,0,3.409
Sweden,0,0.693,0,0
Switzerland,2,9.013,0,2533.445
Syria,0,0.171,0,3.086
Taiwan,0,0,0,0.21
Tajikistan,0,0,0,4.404
Tanzania,0,0,0,0
Thailand,0,0,0,0.143
Timor,0,0,0,0
Togo,0,0,0,0.846
Trinidad and Tobago,0,0,0,0
Tunisia,3,2.792,0,66.928
Turkey,0,0.901,0,27.295
Uganda,0,0.044,0,4.985
Ukraine,5,1.578,0,159.922
United Arab Emirates,5,0.101,0,124.767
United Kingdom,1,2.003,15.835,279.395
United States,1,1.607,30.121,252.225
Uruguay,0,0.288,0,4.606
Uzbekistan,0,0.03,0,2.928
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0.176,0,13.363
Vietnam,0,0,0,0.123
Yemen,0,0.034,0,0
Zambia,0,0,0,3.427
Zimbabwe,0,0.135,0,1.009
